0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
39.9,0.1,0.09,32.54,0.13,0.11
41.33,0.1,0.09,32.33,0.13,0.11
29.73,0.14,0.12,29.35,0.14,0.12
29.85,0.14,0.12,29.54,0.14,0.12
32.67,0.13,0.11,29.48,0.14,0.12
29.89,0.14,0.12,29.81,0.14,0.12
29.6,0.14,0.12,30.17,0.14,0.12
30.07,0.14,0.12,29.67,0.14,0.12
29.67,0.14,0.12,29.42,0.14,0.12
30.05,0.14,0.12,29.83,0.14,0.12
29.76,0.14,0.12,29.54,0.14,0.12
29.84,0.14,0.12,29.3,0.14,0.12
29.9,0.14,0.12,31.99,0.13,0.11
30.06,0.14,0.12,29.73,0.14,0.12
29.93,0.14,0.12,29.49,0.14,0.12
30.01,0.14,0.12,29.72,0.14,0.12
