0_init_s,0_finalize_s
999.891113,0.02002
999.884033,0.02002
999.884033,0.020996
999.866943,0.02002
999.893066,0.020996
999.908936,0.020996
999.885986,0.020996
999.907959,0.02002
999.871094,0.020996
999.874023,0.02002
999.875,0.020996
999.918945,0.020996
999.917969,0.020996
999.920166,0.020996
999.900146,0.020996
999.89209,0.020996
999.865967,0.020996
999.875,0.020996
999.87207,0.020996
999.912109,0.020996
999.918945,0.020996
999.917969,0.020996
999.907959,0.020996
999.907959,0.020996
999.904053,0.020996
999.89502,0.020996
999.895996,0.020996
999.873047,0.020996
999.875,0.020996
999.859131,0.020996
999.864014,0.020996
999.87207,0.020996
999.921143,0.020996
999.908936,0.020996
999.907959,0.020996
999.911133,0.020996
999.897949,0.020996
999.887939,0.020996
999.874023,0.020996
999.875,0.020996
999.874023,0.020996
999.858154,0.020996
999.870117,0.020996
999.871094,0.020996
999.923096,0.020996
999.915039,0.020996
999.905029,0.020996
999.901123,0.020996
999.922119,0.020996
999.918945,0.020996
999.904053,0.020996
999.884033,0.020996
999.891113,0.020996
999.875977,0.020996
999.891113,0.020996
999.76001,0.020996
999.873047,0.020996
999.866943,0.020996
999.861084,0.020996
999.866943,0.020996
999.87207,0.020996
999.875,0.020996
999.861084,0.020996
999.800049,0.020996
999.923096,0.020996
999.913086,0.020996
999.920166,0.020996
999.912109,0.020996
999.903076,0.020996
999.907959,0.020996
999.907959,0.020996
999.905029,0.020996
999.922119,0.020996
999.918945,0.020996
999.910156,0.020996
999.89502,0.020996
999.904053,0.020996
999.89502,0.020996
999.89917,0.020996
999.891113,0.020996
999.891113,0.020996
999.876953,0.020996
999.893066,0.020996
999.893066,0.020996
999.901123,0.020996
999.875,0.020996
999.871094,0.020996
999.87207,0.020996
999.861084,0.020996
999.875,0.020996
999.874023,0.020996
999.87207,0.020996
999.871094,0.020996
999.86499,0.020996
999.858154,0.020996
999.875977,0.020996
999.868164,0.020996
999.87207,0.020996
999.860107,0.020996
999.923096,0.020996
999.916992,0.020996
999.920166,0.020996
999.913086,0.020996
999.917969,0.020996
999.901123,0.020996
999.9021,0.020996
999.921143,0.020996
999.907959,0.020996
999.912109,0.020996
999.908936,0.020996
999.906982,0.020996
999.907959,0.020996
999.905029,0.020996
999.904053,0.020996
999.918945,0.020996
999.917969,0.020996
999.911133,0.020996
999.918945,0.020996
999.910156,0.020996
999.89502,0.020996
999.904053,0.020996
999.903076,0.020996
999.900146,0.020996
999.895996,0.020996
999.89502,0.020996
999.884033,0.020996
999.89209,0.020996
999.87915,0.020996
999.897949,0.020996
999.891113,0.020996
999.891113,0.020996
999.891113,0.020996
999.89209,0.020996
999.875977,0.020996
999.900146,0.020996
999.894043,0.020996
999.903076,0.020996
999.9021,0.020996
999.891113,0.020996
999.76001,0.020996
999.887939,0.020996
999.884033,0.020996
999.873047,0.020996
999.874023,0.020996
999.875,0.020996
999.875,0.020996
999.874023,0.020996
999.86499,0.020996
999.871094,0.020996
999.861084,0.020996
999.866943,0.020996
999.875,0.020996
999.874023,0.020996
999.87207,0.020996
999.873047,0.020996
999.868164,0.020996
999.86499,0.020996
999.858154,0.020996
999.870117,0.020996
999.871094,0.020996
999.868164,0.020996
999.85498,0.020996
999.923096,0.020996
999.916016,0.020996
999.913086,0.020996
999.920166,0.020996
999.913086,0.021973
999.918945,0.020996
999.915039,0.020996
999.906982,0.020996
999.905029,0.020996
999.901123,0.021973
999.903076,0.020996
999.916992,0.020996
999.921143,0.020996
999.907959,0.020996
999.912109,0.020996
999.907959,0.020996
999.908936,0.020996
999.906982,0.020996
999.907959,0.020996
999.904053,0.020996
999.906006,0.020996
999.905029,0.020996
999.904053,0.020996
999.922119,0.020996
999.918945,0.020996
999.917969,0.020996
999.910156,0.020996
999.912109,0.020996
999.918945,0.020996
999.910156,0.020996
999.89502,0.020996
999.904053,0.020996
999.903076,0.020996
999.900146,0.020996
999.893066,0.020996
999.896973,0.020996
999.894043,0.020996
999.884033,0.020996
999.89209,0.020996
999.89917,0.020996
999.87915,0.020996
999.897949,0.020996
999.891113,0.020996
999.891113,0.020996
999.891113,0.020996
999.89209,0.020996
999.875977,0.020996
999.900146,0.020996
999.893066,0.020996
999.903076,0.020996
999.893066,0.020996
999.901123,0.020996
999.891113,0.020996
999.76001,0.020996
999.887939,0.020996
999.873047,0.020996
999.874023,0.020996
999.875,0.020996
999.874023,0.020996
999.865967,0.020996
999.868164,0.020996
999.871094,0.021973
999.87207,0.020996
999.861084,0.021973
999.865967,0.020996
999.859131,0.020996
999.864014,0.020996
999.875,0.020996
999.874023,0.021973
999.87207,0.020996
999.874023,0.020996
999.868164,0.020996
999.871094,0.020996
999.86499,0.020996
999.858154,0.020996
999.870117,0.020996
999.875,0.020996
999.868164,0.020996
999.871094,0.020996
999.871094,0.020996
999.860107,0.020996
999.861084,0.020996
999.85498,0.020996
999.800049,0.020996
999.923096,0.020996
999.916992,0.020996
999.913086,0.020996
999.912109,0.021973
999.917969,0.020996
999.916016,0.021973
999.906982,0.020996
999.905029,0.020996
999.901123,0.021973
999.903076,0.020996
999.916992,0.020996
999.921143,0.020996
999.907959,0.020996
999.912109,0.020996
999.908936,0.020996
999.910156,0.020996
999.907959,0.020996
999.907959,0.020996
999.904053,0.020996
999.906006,0.021973
999.905029,0.020996
999.903076,0.020996
999.922119,0.020996
999.918945,0.020996
999.917969,0.020996
999.910156,0.021973
999.912109,0.020996
999.918945,0.021973
999.910156,0.020996
999.904053,0.020996
999.904053,0.020996
999.900146,0.020996
999.893066,0.021973
999.895996,0.020996
999.89502,0.021973
999.894043,0.020996
999.884033,0.020996
999.89209,0.020996
999.89917,0.021973
999.87915,0.020996
999.897949,0.020996
999.891113,0.020996
999.891113,0.020996
999.891113,0.021973
999.89209,0.020996
999.88501,0.021973
999.875977,0.020996
999.900146,0.020996
999.893066,0.020996
999.903076,0.020996
999.893066,0.020996
999.9021,0.020996
999.891113,0.020996
999.76001,0.020996
999.887939,0.021973
999.87207,0.021973
999.874023,0.021973
999.875,0.021973
999.875,0.020996
999.874023,0.020996
999.86499,0.020996
999.866943,0.020996
999.871094,0.021973
999.87207,0.020996
999.861084,0.021973
999.865967,0.020996
999.859131,0.020996
999.864014,0.020996
999.875,0.020996
999.874023,0.020996
999.87207,0.020996
999.873047,0.020996
999.869141,0.020996
999.87207,0.020996
999.865967,0.020996
999.858154,0.020996
999.870117,0.020996
999.875,0.020996
999.868164,0.020996
999.871094,0.020996
999.871094,0.020996
999.860107,0.020996
999.860107,0.020996
999.85498,0.020996
999.923096,0.020996
999.916992,0.020996
999.913086,0.020996
999.913086,0.021973
999.918945,0.020996
999.916016,0.021973
999.906982,0.021973
