0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
70.58,0.0,0.0,22.71,0.0,0.0
65.14,0.0,0.0,23.74,0.0,0.0
22.62,0.0,0.0,22.62,0.0,0.0
44.12,0.0,0.0,52.89,0.0,0.0
22.63,0.0,0.0,22.66,0.0,0.0
38.76,0.0,0.0,56.12,0.0,0.0
103.1,0.0,0.0,93.92,0.0,0.0
23.6,0.0,0.0,22.7,0.0,0.0
22.58,0.0,0.0,22.49,0.0,0.0
22.68,0.0,0.0,22.6,0.0,0.0
22.56,0.0,0.0,22.86,0.0,0.0
33.47,0.0,0.0,24.8,0.0,0.0
67.03,0.0,0.0,24.72,0.0,0.0
33.89,0.0,0.0,50.95,0.0,0.0
42.62,0.0,0.0,33.93,0.0,0.0
63.16,0.0,0.0,121.3,0.0,0.0
22.68,0.0,0.0,22.6,0.0,0.0
24.33,0.0,0.0,30.23,0.0,0.0
111.8,0.0,0.0,57.71,0.0,0.0
71.98,0.0,0.0,29.33,0.0,0.0
22.33,0.0,0.0,22.39,0.0,0.0
25.67,0.0,0.0,24.29,0.0,0.0
31.89,0.0,0.0,64.6,0.0,0.0
48.66,0.0,0.0,48.34,0.0,0.0
36.96,0.0,0.0,65.46,0.0,0.0
50.42,0.0,0.0,37.44,0.0,0.0
28.24,0.0,0.0,24.12,0.0,0.0
34.57,0.0,0.0,66.28,0.0,0.0
23.74,0.0,0.0,24.46,0.0,0.0
