0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.017415084,0.01706731,0.01779727,0.017394895,0.01778866
0.017397739,0.01705402,0.01777795,0.017379075,0.01776843
0.017313762,0.01697348,0.01769398,0.017294235,0.01768687
0.017425399,0.01708263,0.0178022,0.01740504,0.01779688
0.017383186,0.01703893,0.01776259,0.01736269,0.01775456
0.017341732,0.01699987,0.01772307,0.017323455,0.01771369
0.017336338,0.01699212,0.01771464,0.01731553,0.0177069
0.017309056,0.01696512,0.01768765,0.01728882,0.01768028
0.017349278,0.01700747,0.01773021,0.017329405,0.01772296
0.017294065,0.01695241,0.0176739,0.01727707,0.01766751
0.017304394,0.01696419,0.01768789,0.01728589,0.0176782
0.017294316,0.01695158,0.01767233,0.017273135,0.01766381
0.017278006,0.0169347,0.01765709,0.01725811,0.01765055
0.017213847,0.01686974,0.01759476,0.017194145,0.01758982
0.017214999,0.01687152,0.01759155,0.01719593,0.01758475
0.017244719,0.01690193,0.0176245,0.017226415,0.01761614
0.017348946,0.01700413,0.01772805,0.017329455,0.01772003
0.017061275,0.01687857,0.01725133,0.017059905,0.01723286
0.01722898,0.01689082,0.0176087,0.01721248,0.01760624
0.017330771,0.01698992,0.01771104,0.01731251,0.01770312
0.017303677,0.01696255,0.01768546,0.017282865,0.01767523
0.017277283,0.01693786,0.01765859,0.017258325,0.01765059
0.017302009,0.01695752,0.01767964,0.017284885,0.01767178
0.017068594,0.0168859,0.01725849,0.01706896,0.01723804
0.017276717,0.0169381,0.01765467,0.0172604,0.01765155
0.017253946,0.01691249,0.0176343,0.01723367,0.01762528
0.017312794,0.01697127,0.01769208,0.01729376,0.01768311
0.017222477,0.01687958,0.01760371,0.01720392,0.0175941
0.017377395,0.01703309,0.01776046,0.017359265,0.01775025
0.017305695,0.01696404,0.01768616,0.017285405,0.01767732
0.01729098,0.01694664,0.01767038,0.017270295,0.01766239
0.017269829,0.01692922,0.01765021,0.017252655,0.0176424
0.017270276,0.01693117,0.01764987,0.01725155,0.01764133
0.017303695,0.0169597,0.01768284,0.01728306,0.01767438
0.017280521,0.01693946,0.01765971,0.01726209,0.01765426
0.017278413,0.01693637,0.01765705,0.017259915,0.01764965
0.017364311,0.01702169,0.01774466,0.01734528,0.01773555
0.017310446,0.01696646,0.0176886,0.0172909,0.01768131
0.017308571,0.01696791,0.01768875,0.017288465,0.01768183
0.017298596,0.01695611,0.01767912,0.017280275,0.01767094
0.01735449,0.01701085,0.01773422,0.01733533,0.01772563
0.017297139,0.01695369,0.01767712,0.017278235,0.01766782
0.017428223,0.01724425,0.01762074,0.01742579,0.01759439
0.017307705,0.01712292,0.01750072,0.017307175,0.01747914
0.017542829,0.01720046,0.01792179,0.017527945,0.01791825
0.018907705,0.01846879,0.01940002,0.018874445,0.01939658
0.018550149,0.0182011,0.01895378,0.018521755,0.01846907
0.01771802,0.01737281,0.0180961,0.01769376,0.01809287
0.017358603,0.01702133,0.01773774,0.01734076,0.01773581
0.017288084,0.01694428,0.01766635,0.0172703,0.01765812
0.01727144,0.01693162,0.0176502,0.01725301,0.01764128
0.017359021,0.01701643,0.01773785,0.0173382,0.01773017
0.017310696,0.01697106,0.01769252,0.017291565,0.01768574
0.017297603,0.01695523,0.01767881,0.017279265,0.01767287
0.017265705,0.01692563,0.01764341,0.017247135,0.0176363
0.017294705,0.01695335,0.01767516,0.01727535,0.01766535
0.017287378,0.01694532,0.01766863,0.017265905,0.01765783
