0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
37.68,0.0,0.0,23.21,0.0,0.0
20.34,0.0,0.0,20.1,0.0,0.0
23.29,0.0,0.0,49.86,0.0,0.0
20.11,0.0,0.0,33.71,0.0,0.0
21.28,0.0,0.0,20.72,0.0,0.0
55.55,0.0,0.0,19.87,0.0,0.0
20.2,0.0,0.0,20.0,0.0,0.0
20.29,0.0,0.0,20.08,0.0,0.0
20.27,0.0,0.0,21.59,0.0,0.0
20.21,0.0,0.0,20.06,0.0,0.0
20.68,0.0,0.0,20.08,0.0,0.0
19.96,0.0,0.0,19.92,0.0,0.0
20.05,0.0,0.0,22.25,0.0,0.0
20.24,0.0,0.0,20.14,0.0,0.0
32.09,0.0,0.0,25.32,0.0,0.0
20.08,0.0,0.0,19.85,0.0,0.0
20.25,0.0,0.0,20.06,0.0,0.0
45.4,0.0,0.0,40.28,0.0,0.0
22.47,0.0,0.0,26.41,0.0,0.0
20.28,0.0,0.0,20.15,0.0,0.0
20.19,0.0,0.0,20.13,0.0,0.0
