0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.4816e-05,0.876538913
3.2768e-05,0.931322601
3.584e-05,0.851494941
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.2768e-05,0.931322601
3.2768e-05,0.931322601
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.584e-05,0.851494941
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.584e-05,0.851494941
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.3792e-05,0.903100701
3.4816e-05,0.876538913
4.1984e-05,0.726885915
3.2768e-05,0.931322601
3.7888e-05,0.805468106
3.4816e-05,0.876538913
3.3792e-05,0.903100701
3.2768e-05,0.931322601
3.3792e-05,0.903100701
3.4816e-05,0.876538913
