0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
22.49,0.0,0.0,22.49,0.0,0.0
26.46,0.0,0.0,35.04,0.0,0.0
29.49,0.0,0.0,23.03,0.0,0.0
22.78,0.0,0.0,22.7,0.0,0.0
78.03,0.0,0.0,72.01,0.0,0.0
45.37,0.0,0.0,34.99,0.0,0.0
22.7,0.0,0.0,22.6,0.0,0.0
87.33,0.0,0.0,113.0,0.0,0.0
27.71,0.0,0.0,28.25,0.0,0.0
22.66,0.0,0.0,22.61,0.0,0.0
68.22,0.0,0.0,76.02,0.0,0.0
25.53,0.0,0.0,23.75,0.0,0.0
22.44,0.0,0.0,22.43,0.0,0.0
24.81,0.0,0.0,22.9,0.0,0.0
23.73,0.0,0.0,104.2,0.0,0.0
118.7,0.0,0.0,59.67,0.0,0.0
23.22,0.0,0.0,25.85,0.0,0.0
69.52,0.0,0.0,22.33,0.0,0.0
67.03,0.0,0.0,136.4,0.0,0.0
56.82,0.0,0.0,23.75,0.0,0.0
121.9,0.0,0.0,109.9,0.0,0.0
32.87,0.0,0.0,84.97,0.0,0.0
22.85,0.0,0.0,62.4,0.0,0.0
27.84,0.0,0.0,24.96,0.0,0.0
23.43,0.0,0.0,22.56,0.0,0.0
22.69,0.0,0.0,25.0,0.0,0.0
57.58,0.0,0.0,59.34,0.0,0.0
46.25,0.0,0.0,70.64,0.0,0.0
