1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
0.5,0.99,30.93254
0.51,1.0,31.361725
0.73,0.97,30.496893
0.24,0.98,30.372794
0.74,0.99,30.955111
0.24,0.98,30.416525
0.25,0.99,30.991948
0.96,0.9299999999999999,28.948233
0.24,0.96,30.161566
0.26,0.99,31.039085
