0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
11.83,0.0,0.0,10.03,0.0,0.0
10.58,0.0,0.0,10.02,0.0,0.0
9.99,0.0,0.0,10.01,0.0,0.0
10.06,0.0,0.0,17.15,0.0,0.0
10.05,0.0,0.0,10.04,0.0,0.0
10.09,0.0,0.0,10.09,0.0,0.0
9.93,0.0,0.0,10.36,0.0,0.0
9.91,0.0,0.0,9.92,0.0,0.0
10.06,0.0,0.0,10.06,0.0,0.0
9.92,0.0,0.0,10.05,0.0,0.0
10.06,0.0,0.0,10.09,0.0,0.0
10.1,0.0,0.0,10.12,0.0,0.0
10.7,0.0,0.0,9.94,0.0,0.0
9.96,0.0,0.0,11.6,0.0,0.0
10.12,0.0,0.0,13.78,0.0,0.0
9.95,0.0,0.0,9.95,0.0,0.0
10.06,0.0,0.0,10.05,0.0,0.0
