1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
0.0,98.91,9.2e-05
98.9,98.82,9.2e-05
98.9,98.82,9.2e-05
0.0,98.91,9.2e-05
0.0,98.91,9.2e-05
98.89,98.81,9.2e-05
98.85,98.77,9.2e-05
0.0,98.91,9.2e-05
0.0,98.91,9.2e-05
98.89,98.81,9.2e-05
