0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.000234496,8.329033546
0.000234496,8.329033546
0.00023552,8.292819713
0.000233472,8.365564008
0.000234496,8.329033546
0.000231424,8.439595818
0.000234496,8.329033546
0.000233472,8.365564008
0.000233472,8.365564008
0.000233472,8.365564008
0.00023552,8.292819713
0.000234496,8.329033546
0.000234496,8.329033546
0.000236544,8.25692044
0.00023552,8.292819713
0.00023552,8.292819713
0.000231424,8.439595818
0.00023552,8.292819713
0.00023552,8.292819713
0.000233472,8.365564008
0.000233472,8.365564008
0.000234496,8.329033546
0.00023552,8.292819713
0.00023552,8.292819713
0.000232448,8.402416847
0.000233472,8.365564008
0.000234496,8.329033546
0.00023552,8.292819713
0.000233472,8.365564008
0.000232448,8.402416847
0.000236544,8.25692044
0.000232448,8.402416847
0.000232448,8.402416847
0.000233472,8.365564008
0.000232448,8.402416847
0.000232448,8.402416847
0.000237568,8.221330137
0.000233472,8.365564008
0.000234496,8.329033546
0.000232448,8.402416847
0.000233472,8.365564008
0.000234496,8.329033546
0.000234496,8.329033546
0.000233472,8.365564008
0.000231424,8.439595818
0.000233472,8.365564008
0.000233472,8.365564008
0.000233472,8.365564008
0.000232448,8.402416847
0.0002304,8.47710527
0.000233472,8.365564008
0.000234496,8.329033546
0.000231424,8.439595818
0.000232448,8.402416847
0.00023552,8.292819713
0.000233472,8.365564008
0.000233472,8.365564008
0.000233472,8.365564008
0.000234496,8.329033546
0.000233472,8.365564008
0.000234496,8.329033546
0.000232448,8.402416847
0.000233472,8.365564008
0.000231424,8.439595818
0.00023552,8.292819713
0.000234496,8.329033546
0.000234496,8.329033546
0.000232448,8.402416847
0.000233472,8.365564008
0.000234496,8.329033546
0.000233472,8.365564008
0.000233472,8.365564008
0.000233472,8.365564008
0.000234496,8.329033546
0.000234496,8.329033546
0.000231424,8.439595818
0.000233472,8.365564008
0.000231424,8.439595818
0.000233472,8.365564008
0.0002304,8.47710527
0.000233472,8.365564008
0.000233472,8.365564008
0.000234496,8.329033546
0.000231424,8.439595818
0.000232448,8.402416847
0.000232448,8.402416847
0.000233472,8.365564008
0.000233472,8.365564008
0.000232448,8.402416847
0.000233472,8.365564008
0.00023552,8.292819713
0.000233472,8.365564008
0.000234496,8.329033546
0.000234496,8.329033546
0.00023552,8.292819713
0.000232448,8.402416847
0.000234496,8.329033546
0.000231424,8.439595818
0.000233472,8.365564008
0.000233472,8.365564008
