0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.001709206,0.001644394,0.001780713,0.001735781,0.001649834
0.001782247,0.001767302,0.001799299,0.001780704,0.001778085
0.001900907,0.001880898,0.001912294,0.00190261,0.001905153
0.001860645,0.001776799,0.00188247,0.001864321,0.001859138
0.001712684,0.001627205,0.00173566,0.001717049,0.001708071
0.001767346,0.001660911,0.001797634,0.001778159,0.001784805
0.001859202,0.00175143,0.002161169,0.001845591,0.001752998
0.001817468,0.001801797,0.001833633,0.001817397,0.001812356
0.001904566,0.00189277,0.001920326,0.001904962,0.001895937
0.001890154,0.001805056,0.001907174,0.00189616,0.001903553
0.001804632,0.001729348,0.00183348,0.001819873,0.001823876
0.001790155,0.001778177,0.001801473,0.001789748,0.001784965
0.001768266,0.00166641,0.001828995,0.001789685,0.00176903
0.001840713,0.001758572,0.001868508,0.001847877,0.001841475
0.001961991,0.001919014,0.002029148,0.001928992,0.002017693
0.001837501,0.001754723,0.001854979,0.00184246,0.001834468
0.00181674,0.001725766,0.001854239,0.001828594,0.001820068
0.001904104,0.00180458,0.002219539,0.001904996,0.001818052
0.001858019,0.001729479,0.001881633,0.001868687,0.001861795
0.002445766,0.002434703,0.002457974,0.002446144,0.002435408
0.00211388,0.002103032,0.002128408,0.002111216,0.002120345
0.001839822,0.001820132,0.001877947,0.001836068,0.001831203
0.002122324,0.00200579,0.002156917,0.00214279,0.002144729
0.00170946,0.001658153,0.001764419,0.001707804,0.001667817
0.001823398,0.001789384,0.001839584,0.001826146,0.001836035
0.001817113,0.001761765,0.001865512,0.001849491,0.001763781
0.001874071,0.001832477,0.001896485,0.001884817,0.001835812
0.002054912,0.001957084,0.002094484,0.002083961,0.002083771
0.001778307,0.001690823,0.001831012,0.001787602,0.001778245
0.00209964,0.002086811,0.002130074,0.00209618,0.002087003
0.001803686,0.001794047,0.001815523,0.001802536,0.001801316
0.001855849,0.001840804,0.001876513,0.001855187,0.001861954
0.001868536,0.001794692,0.00189939,0.001875538,0.001875042
0.001861846,0.001847715,0.001877567,0.001859889,0.001849475
0.11474735,0.114665286,0.114810515,0.114778022,0.114670832
0.001854733,0.001785058,0.001897504,0.001872193,0.001873026
0.002003272,0.001984831,0.002025308,0.002000829,0.001994174
0.008107523,0.001679241,0.052432925,0.0018176,0.001807012
0.08226251,0.052550657,0.088756541,0.088722706,0.088736138
0.001784775,0.001699052,0.001853186,0.00179581,0.001794565
0.001790245,0.00174442,0.001851617,0.001758987,0.001837155
0.001816194,0.001732001,0.001870471,0.001845475,0.001854755
0.001849104,0.00181322,0.001879359,0.001857521,0.001864258
0.131697609,0.131675871,0.131718964,0.131697601,0.131697342
0.001834265,0.0018249,0.001841983,0.001834553,0.001836259
0.001799813,0.001780105,0.001824256,0.001795687,0.001793892
0.00184377,0.001769253,0.001873409,0.001856352,0.001859394
0.001814314,0.001718824,0.001858303,0.00181797,0.001821156
0.001882933,0.001770793,0.001908349,0.001898255,0.001901569
0.001835956,0.001794526,0.00192,0.001840833,0.001839075
0.00177041,0.001689122,0.001837728,0.001784583,0.00169956
0.001786907,0.001686146,0.001824548,0.001795634,0.001785189
0.001788324,0.001711245,0.001855874,0.001789905,0.001789733
0.001760702,0.001719463,0.001796737,0.001770182,0.001726759
0.001724001,0.001674126,0.001790337,0.00168895,0.001688616
0.00174711,0.001664771,0.001807617,0.001777879,0.001677705
0.001835932,0.001823172,0.001849953,0.001835656,0.001834084
0.001737869,0.001660137,0.001771301,0.001760983,0.001762022
0.001763325,0.001677805,0.001809729,0.001784916,0.001802564
0.001857443,0.001786088,0.001888551,0.001876146,0.001876354
0.001749861,0.001684354,0.001837762,0.001734052,0.001819396
0.00166047,0.001630958,0.001744645,0.001645353,0.001646889
0.001787072,0.001711589,0.001849347,0.001808673,0.001721063
