0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
21.69,0.02,0.04,22.88,0.02,0.04
21.77,0.02,0.04,21.32,0.02,0.04
23.07,0.02,0.04,24.3,0.02,0.04
21.49,0.02,0.04,23.3,0.02,0.04
21.36,0.02,0.04,21.06,0.02,0.04
21.67,0.02,0.04,21.41,0.02,0.04
21.63,0.02,0.04,21.42,0.02,0.04
21.64,0.02,0.04,21.45,0.02,0.04
21.58,0.02,0.04,21.42,0.02,0.04
22.04,0.02,0.04,21.4,0.02,0.04
21.62,0.02,0.04,21.39,0.02,0.04
21.54,0.02,0.04,21.25,0.02,0.04
21.57,0.02,0.04,21.4,0.02,0.04
21.63,0.02,0.04,21.35,0.02,0.04
21.44,0.02,0.04,21.08,0.02,0.04
