0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
179.7,11.67,10.21,199.4,10.52,9.2
155.6,13.48,11.79,147.7,14.19,12.42
146.8,14.29,12.5,145.1,14.46,12.65
145.7,14.39,12.59,210.5,9.96,8.72
145.4,14.43,12.62,144.8,14.48,12.67
148.3,14.14,12.37,145.2,14.45,12.64
162.3,12.92,11.3,146.8,14.29,12.5
145.9,14.38,12.58,145.3,14.43,12.63
151.2,13.87,12.13,202.4,10.36,9.07
174.6,12.01,10.51,148.6,14.11,12.35
151.2,13.87,12.14,148.6,14.11,12.35
147.5,14.21,12.44,210.1,9.98,8.73
147.6,14.21,12.43,145.3,14.44,12.63
145.6,14.4,12.6,147.1,14.26,12.48
145.6,14.41,12.61,145.1,14.45,12.65
