1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
0.47,0.99,30.890484
0.72,0.97,30.394734999999997
0.73,0.97,30.566053
0.74,0.96,29.832227999999997
0.75,0.95,29.837421
0.48,0.97,30.169128999999998
0.49,0.97,30.323894
0.73,0.97,30.194406
0.0,0.98,30.882559
0.47,0.97,30.514129999999998
