0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
63.05,0.52,0.45,58.24,0.56,0.49
78.88,0.42,0.36,32.5,1.01,0.88
72.16,0.45,0.4,64.55,0.51,0.44
154.9,0.21,0.19,53.63,0.61,0.53
37.21,0.88,0.77,36.49,0.9,0.79
32.87,1.0,0.87,34.84,0.94,0.82
35.06,0.93,0.82,32.78,1.0,0.87
32.89,1.0,0.87,32.63,1.0,0.88
54.26,0.6,0.53,61.42,0.53,0.47
32.84,1.0,0.87,32.58,1.01,0.88
32.85,1.0,0.87,33.4,0.98,0.86
55.35,0.59,0.52,33.76,0.97,0.85
32.92,1.0,0.87,34.67,0.95,0.83
33.01,0.99,0.87,34.55,0.95,0.83
32.9,1.0,0.87,32.73,1.0,0.88
33.12,0.99,0.87,32.62,1.0,0.88
