0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
1667.4,10.06,10.06,2288.1,7.33,7.33
1607.9,10.43,10.43,1608.1,10.43,10.43
1610.1,10.42,10.42,1595.5,10.52,10.52
2344.2,7.16,7.16,2342.0,7.16,7.16
2118.3,7.92,7.92,2264.3,7.41,7.41
2384.2,7.04,7.04,2276.8,7.37,7.37
1650.7,10.16,10.16,2307.9,7.27,7.27
1609.7,10.42,10.42,1604.2,10.46,10.46
1604.4,10.46,10.46,1601.2,10.48,10.48
1610.3,10.42,10.42,1597.2,10.5,10.5
1606.1,10.45,10.45,1602.1,10.47,10.47
1626.0,10.32,10.32,1604.8,10.45,10.45
1622.7,10.34,10.34,1611.3,10.41,10.41
1745.4,9.61,9.61,1616.0,10.38,10.38
2251.1,7.45,7.45,1697.4,9.88,9.88
2336.8,7.18,7.18,2037.9,8.23,8.23
1620.5,10.35,10.35,1630.2,10.29,10.29
1616.0,10.38,10.38,1612.0,10.41,10.41
1619.9,10.36,10.36,1623.1,10.34,10.34
1612.2,10.41,10.41,1633.5,10.27,10.27
1610.7,10.42,10.42,1611.0,10.41,10.41
1611.6,10.41,10.41,1616.0,10.38,10.38
1892.1,8.87,8.87,1610.2,10.42,10.42
