0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
14.2,0.29,0.43,14.2,0.29,0.43
13.73,0.3,0.45,18.93,0.22,0.32
13.77,0.3,0.45,14.23,0.29,0.43
13.79,0.3,0.45,14.29,0.29,0.43
13.78,0.3,0.45,14.78,0.28,0.42
13.58,0.3,0.45,14.08,0.29,0.44
13.64,0.3,0.45,14.73,0.28,0.42
13.75,0.3,0.45,14.24,0.29,0.43
15.01,0.27,0.41,14.29,0.29,0.43
13.71,0.3,0.45,14.23,0.29,0.43
13.62,0.3,0.45,14.38,0.28,0.43
13.71,0.3,0.45,14.25,0.29,0.43
13.66,0.3,0.45,14.2,0.29,0.43
13.72,0.3,0.45,14.24,0.29,0.43
13.89,0.29,0.44,15.25,0.27,0.4
13.74,0.3,0.45,14.28,0.29,0.43
13.63,0.3,0.45,14.96,0.27,0.41
13.79,0.3,0.45,14.3,0.29,0.43
13.64,0.3,0.45,14.15,0.29,0.43
13.74,0.3,0.45,14.28,0.29,0.43
13.74,0.3,0.45,14.21,0.29,0.43
13.64,0.3,0.45,14.17,0.29,0.43
13.71,0.3,0.45,14.26,0.29,0.43
13.8,0.3,0.45,14.33,0.29,0.43
13.84,0.3,0.44,14.37,0.29,0.43
13.82,0.3,0.44,14.34,0.29,0.43
13.61,0.3,0.45,14.12,0.29,0.44
13.7,0.3,0.45,14.2,0.29,0.43
