0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
776.3,21.61,37.82,923.9,18.16,31.78
811.7,20.67,36.17,941.9,17.81,31.17
782.6,21.44,37.51,764.8,21.94,38.39
767.6,21.86,38.25,933.1,17.98,31.47
767.4,21.86,38.26,764.5,21.95,38.4
768.9,21.82,38.19,841.4,19.94,34.89
776.5,21.61,37.81,763.7,21.97,38.44
766.7,21.88,38.3,791.3,21.2,37.1
941.3,17.82,31.19,1079.6,15.54,27.19
1368.8,12.26,21.45,969.5,17.3,30.28
765.4,21.92,38.36,765.3,21.92,38.36
999.4,16.79,29.38,765.1,21.93,38.38
771.2,21.76,38.07,816.0,20.56,35.98
898.3,18.68,32.68,1113.8,15.06,26.36
1298.7,12.92,22.61,1006.7,16.66,29.16
765.8,21.91,38.34,949.9,17.66,30.91
769.7,21.8,38.14,822.5,20.4,35.7
768.3,21.84,38.21,778.2,21.56,37.73
935.2,17.94,31.39,786.3,21.34,37.34
770.3,21.78,38.11,825.7,20.32,35.56
