0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
241.0,8.7,15.23,210.4,9.97,17.44
245.4,8.54,14.95,203.7,10.29,18.02
187.1,11.21,19.61,254.7,8.23,14.41
189.4,11.07,19.38,184.2,11.39,19.93
186.9,11.22,19.63,184.1,11.39,19.94
189.6,11.06,19.36,188.7,11.11,19.45
229.9,9.12,15.96,215.9,9.71,17.0
224.9,9.32,16.32,247.1,8.49,14.85
279.6,7.5,13.13,223.2,9.4,16.44
184.7,11.35,19.87,184.4,11.37,19.9
184.8,11.35,19.86,190.0,11.04,19.31
185.5,11.31,19.79,183.5,11.43,20.0
196.8,10.66,18.65,184.8,11.35,19.86
186.5,11.24,19.68,184.2,11.38,19.92
188.8,11.11,19.44,184.7,11.36,19.87
188.4,11.13,19.48,183.9,11.41,19.96
196.4,10.68,18.68,184.4,11.37,19.9
184.1,11.39,19.94,183.4,11.43,20.01
203.2,10.32,18.06,185.1,11.33,19.82
184.7,11.36,19.87,211.6,9.91,17.35
