0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.191226885,5.229390216
0.23044607,4.339410076
0.190931961,5.237467814
0.189904898,5.265793607
0.193953797,5.15586709
0.234819576,4.258588728
0.206925824,4.832649591
0.227123201,4.402896737
0.197402611,5.065789115
0.194509834,5.141128236
0.215218171,4.646447803
0.217576444,4.596085775
0.243742719,4.102686648
0.192071691,5.206389312
0.190802947,5.241009205
0.193640441,5.164210515
0.233113602,4.289753975
0.190377995,5.252707899
0.247471094,4.04087598
0.194918394,5.130352139
0.196537346,5.088091511
0.195230708,5.122145039
0.232697859,4.297418131
0.192940027,5.18295772
0.230821878,4.332344966
0.19436647,5.144920315
0.192508921,5.194564463
0.193292275,5.173512494
0.223675385,4.470764628
0.187786236,5.325203908
0.225017846,4.444091966
0.196387827,5.091965288
0.19478938,5.133750109
0.220322818,4.538794534
0.206796795,4.835664882
0.235564023,4.245130416
0.191753224,5.215036188
0.194061309,5.153010688
0.193540096,5.166887995
0.240485385,4.158256851
0.189453304,5.278345534
0.23063758,4.33580685
0.190633982,5.245654459
0.19187814,5.211641098
0.191551477,5.220528795
0.244507641,4.089851743
0.196302846,5.094169647
0.235388935,4.248288058
0.198194176,5.04555694
0.192094207,5.205779063
0.195722237,5.10928147
0.229593098,4.355531625
0.209736705,4.767882669
0.219337717,4.559179402
0.194333687,5.145788223
0.195152894,5.124187406
0.244026363,4.097917898
0.190710783,5.243541997
0.25101006,3.983904066
0.191203326,5.230034545
0.191721469,5.215899943
0.195134461,5.124671446
0.248155132,4.029737335
0.193297416,5.1733749
0.235729918,4.242142911
0.193880066,5.157827822
0.195507199,5.114901177
0.198167562,5.046234547
0.23674266,4.223995786
0.199045122,5.023986479
0.223283201,4.47861726
0.192294911,5.200345642
0.193646595,5.164046394
0.238838792,4.186924545
0.191678464,5.217070176
0.237640709,4.208033234
0.187440127,5.335036928
0.194629639,5.137963586
0.193059847,5.179740981
0.237487108,4.210754893
0.194410488,5.143755413
0.225234941,4.439808482
0.190129146,5.259582874
0.192563206,5.193100079
0.194425851,5.143348965
0.238671869,4.189852805
0.193327099,5.172580589
0.22788915,4.388098329
0.190205947,5.257459181
0.192714751,5.189016388
0.235148281,4.252635811
0.189287424,5.282971147
0.240132093,4.164374639
0.192228347,5.202146381
0.195150852,5.12424101
0.198014975,5.050123113
0.236683264,4.225055805
0.190232575,5.256723252
0.246135801,4.062797836
0.188910604,5.293509106
0.201649159,4.959108206
0.208075777,4.80594145
0.239611909,4.173415274
0.198477834,5.038345983
0.19198361,5.208777968
0.194058239,5.153092199
0.239994869,4.166755755
0.189817861,5.268208145
0.242407426,4.125286158
0.192239612,5.201841534
0.194995195,5.128331504
0.193829894,5.159162908
0.231929854,4.311648478
0.189910024,5.265651474
0.238904327,4.185776005
0.192889869,5.184305449
0.194351107,5.145327012
0.196407303,5.091460366
0.233889788,4.275517999
0.197807103,5.055430178
0.214367241,4.664891878
0.190181375,5.258138461
0.1934807,5.168474161
0.241850376,4.134787863
0.19520922,5.122708854
0.258611202,3.866808519
0.190017536,5.26267217
0.189855739,5.267157068
0.196155399,5.097998855
0.25136435,3.978288881
0.190130174,5.259554431
0.24347955,4.107121113
0.189104125,5.288091947
0.196173832,5.097519841
0.197439477,5.064843242
0.228056058,4.384886802
0.194162697,5.150319899
0.230615035,4.336230729
0.19216691,5.203809554
0.195248127,5.121688056
0.189232126,5.284514959
0.226682872,4.411449321
0.208976895,4.785218011
0.210823163,4.743311807
0.189159423,5.286546044
0.194100216,5.15197778
0.19211264,5.205279582
0.217281535,4.602323887
0.235275269,4.250340489
0.195852295,5.10588861
0.19563213,5.111634783
0.191454202,5.223181262
0.249744385,4.004094018
0.186233863,5.36959274
0.228508666,4.376201642
0.187658235,5.32883621
0.191099897,5.232865195
0.201526269,4.962132249
0.232412159,4.302700867
0.19035852,5.25324531
0.236410871,4.229923925
0.190613508,5.246217906
0.190307334,5.254658234
0.19584614,5.106049055
0.230642691,4.335710768
0.194850817,5.132131411
0.235451385,4.247161249
0.196611062,5.086183816
0.197451785,5.06452752
0.24077414,4.153269952
0.192749575,5.18807889
0.24680756,4.051739739
0.186306566,5.367497354
0.192438275,5.19647145
0.19379507,5.160089984
0.241930231,4.13342307
0.189457417,5.278230952
0.231036931,4.328312337
0.190969855,5.236428556
0.190254077,5.256129141
0.194167808,5.150184327
0.232680455,4.297739579
0.194489345,5.141669844
0.229164034,4.363686491
0.190128133,5.259610904
0.198890507,5.02789205
0.195359737,5.118762018
0.224906236,4.446297346
0.209718272,4.768301732
0.218667001,4.573163749
0.196685821,5.084250587
0.196884483,5.079120428
0.231340021,4.322641608
0.19166106,5.217543933
0.237377539,4.212698485
0.189902842,5.265850628
0.191827968,5.213004192
0.191127554,5.232107989
0.242017269,4.13193655
0.189467654,5.277945765
0.191888377,5.21136306
0.188650504,5.300807473
0.190154761,5.258874373
0.231669754,4.316489242
0.189342707,5.281428653
0.243354633,4.109229341
0.190627843,5.245823399
0.193571836,5.166040794
0.193927169,5.156575048
0.227547139,4.394693797
0.209918976,4.763742754
0.210534394,4.749817747
0.193678334,5.163200124
0.195836931,5.106289159
0.238733307,4.188774556
0.189222917,5.284772141
0.250835955,3.986669293
0.189205512,5.285258274
0.194479108,5.141940494
0.190064639,5.261367954
0.238495737,4.192947058
0.188846081,5.295317711
