0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
30.07,1.09,1.09,29.85,1.1,1.1
43.97,0.75,0.75,37.58,0.87,0.87
30.22,1.08,1.08,30.21,1.08,1.08
30.16,1.09,1.09,37.82,0.87,0.87
72.59,0.45,0.45,38.27,0.86,0.86
73.73,0.44,0.44,100.4,0.33,0.33
30.25,1.08,1.08,30.08,1.09,1.09
76.38,0.43,0.43,110.5,0.3,0.3
130.1,0.25,0.25,107.0,0.31,0.31
30.23,1.08,1.08,30.18,1.09,1.09
30.15,1.09,1.09,30.06,1.09,1.09
31.27,1.05,1.05,30.18,1.09,1.09
66.97,0.49,0.49,34.58,0.95,0.95
30.17,1.09,1.09,29.98,1.09,1.09
53.5,0.61,0.61,49.69,0.66,0.66
67.35,0.49,0.49,87.38,0.38,0.38
148.5,0.22,0.22,86.06,0.38,0.38
37.05,0.88,0.88,35.59,0.92,0.92
35.48,0.92,0.92,32.02,1.02,1.02
30.67,1.07,1.07,30.2,1.08,1.08
44.88,0.73,0.73,78.27,0.42,0.42
35.19,0.93,0.93,37.2,0.88,0.88
30.12,1.09,1.09,29.92,1.1,1.1
76.62,0.43,0.43,74.38,0.44,0.44
30.47,1.08,1.08,30.43,1.08,1.08
33.78,0.97,0.97,31.35,1.05,1.05
30.61,1.07,1.07,30.54,1.07,1.07
63.86,0.51,0.51,84.25,0.39,0.39
