0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
27.8,0.0,0.0,21.99,0.0,0.0
21.22,0.0,0.0,19.98,0.0,0.0
25.03,0.0,0.0,26.14,0.0,0.0
50.49,0.0,0.0,20.48,0.0,0.0
20.3,0.0,0.0,20.12,0.0,0.0
20.09,0.0,0.0,19.94,0.0,0.0
20.05,0.0,0.0,19.93,0.0,0.0
20.33,0.0,0.0,20.04,0.0,0.0
20.31,0.0,0.0,20.17,0.0,0.0
26.94,0.0,0.0,20.72,0.0,0.0
20.32,0.0,0.0,20.51,0.0,0.0
20.19,0.0,0.0,19.9,0.0,0.0
20.27,0.0,0.0,20.17,0.0,0.0
20.16,0.0,0.0,19.95,0.0,0.0
20.36,0.0,0.0,20.2,0.0,0.0
20.21,0.0,0.0,21.23,0.0,0.0
20.36,0.0,0.0,20.2,0.0,0.0
20.09,0.0,0.0,19.87,0.0,0.0
20.13,0.0,0.0,19.99,0.0,0.0
32.6,0.0,0.0,24.57,0.0,0.0
20.46,0.0,0.0,20.18,0.0,0.0
