0_init_s,0_finalize_s
0.666992,0.009033
0.667969,0.009033
0.666016,0.01001
0.666016,0.01001
0.666992,0.01001
0.656006,0.01001
0.65918,0.01001
0.665039,0.01001
0.666992,0.01001
0.656006,0.01001
0.665039,0.01001
0.665039,0.01001
0.667969,0.01001
0.666016,0.01001
0.666016,0.01001
0.666992,0.01001
0.667969,0.01001
0.666992,0.01001
0.667969,0.01001
0.656006,0.01001
0.666016,0.01001
0.666016,0.01001
0.666992,0.01001
0.665039,0.01001
0.666992,0.01001
0.665039,0.01001
0.665039,0.01001
0.666992,0.01001
0.667969,0.01001
0.667969,0.01001
0.666992,0.01001
0.666992,0.01001
0.666992,0.01001
0.666016,0.01001
0.666016,0.01001
0.666992,0.01001
0.665039,0.01001
0.666992,0.01001
0.666992,0.01001
0.666016,0.010986
0.665039,0.010986
0.666992,0.010986
0.666016,0.010986
0.666992,0.010986
0.666992,0.010986
0.666992,0.010986
0.667969,0.010986
0.666992,0.010986
0.667969,0.010986
0.664062,0.010986
0.666992,0.010986
0.667969,0.010986
0.666992,0.011963
0.664062,0.011963
0.663086,0.011963
0.666992,0.011963
0.666992,0.011963
0.663086,0.011963
0.664062,0.011963
0.666992,0.011963
0.664062,0.011963
0.667969,0.011963
0.664062,0.011963
0.666016,0.011963
0.664062,0.011963
0.666016,0.01001
0.664062,0.01001
0.658203,0.01001
0.656006,0.01001
0.658203,0.01001
0.656006,0.01001
0.65918,0.01001
0.656006,0.010986
0.666016,0.01001
0.665039,0.01001
0.658203,0.01001
0.656006,0.010986
0.666016,0.01001
0.665039,0.01001
0.65918,0.01001
0.656006,0.010986
0.666016,0.01001
0.664062,0.01001
0.65918,0.01001
0.666016,0.010986
0.664062,0.010986
0.658203,0.010986
0.666992,0.012939
0.666992,0.012939
0.666992,0.012939
0.666992,0.012939
0.667969,0.012939
0.667969,0.012939
0.666992,0.013916
0.667969,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.666992,0.013916
0.547119,0.118896
0.546143,0.118896
0.546143,0.118896
0.547119,0.118896
0.547119,0.118896
0.546143,0.118896
0.546143,0.118896
0.546143,0.118896
0.664062,0.013916
0.665039,0.013916
0.664062,0.013916
0.665039,0.013916
0.665039,0.013916
0.664062,0.013916
0.665039,0.013916
0.665039,0.013916
0.666992,0.118896
0.667969,0.118896
0.667969,0.118896
0.667969,0.118896
0.666992,0.118896
0.666992,0.118896
0.667969,0.118896
0.667969,0.118896
