1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
298.43,395.35999999999996,0.002945
298.53,395.34999999999997,0.002945
397.91999999999996,395.21,0.002944
398.02,395.28,0.002944
397.96000000000004,395.2,0.002944
298.51,395.32,0.002945
298.48,395.35999999999996,0.002945
298.6,395.34999999999997,0.002945
298.45,395.29,0.002945
397.91999999999996,395.26,0.002944
