0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
30.06,1.09,1.09,30.11,1.09,1.09
29.79,1.1,1.1,39.19,0.84,0.84
30.36,1.08,1.08,30.09,1.09,1.09
30.02,1.09,1.09,30.46,1.08,1.08
30.01,1.09,1.09,30.21,1.08,1.08
30.05,1.09,1.09,29.98,1.09,1.09
30.33,1.08,1.08,30.58,1.07,1.07
30.01,1.09,1.09,29.92,1.1,1.1
30.29,1.08,1.08,30.6,1.07,1.07
30.38,1.08,1.08,30.17,1.09,1.09
30.37,1.08,1.08,30.13,1.09,1.09
29.82,1.1,1.1,29.86,1.1,1.1
29.89,1.1,1.1,31.27,1.05,1.05
42.15,0.78,0.78,35.45,0.92,0.92
29.95,1.09,1.09,30.03,1.09,1.09
30.25,1.08,1.08,30.42,1.08,1.08
30.24,1.08,1.08,30.15,1.09,1.09
30.23,1.08,1.08,30.03,1.09,1.09
32.61,1.0,1.0,30.09,1.09,1.09
30.18,1.09,1.09,31.38,1.04,1.04
42.63,0.77,0.77,40.59,0.81,0.81
30.19,1.09,1.09,30.15,1.09,1.09
32.91,1.0,1.0,30.14,1.09,1.09
34.98,0.94,0.94,29.98,1.09,1.09
29.91,1.1,1.1,29.81,1.1,1.1
30.09,1.09,1.09,29.75,1.1,1.1
30.06,1.09,1.09,30.1,1.09,1.09
30.07,1.09,1.09,30.03,1.09,1.09
