0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
20.41,0.0,0.01,20.29,0.0,0.01
26.3,0.0,0.0,21.02,0.0,0.01
20.59,0.0,0.01,20.38,0.0,0.01
20.44,0.0,0.01,20.19,0.0,0.01
20.79,0.0,0.01,20.42,0.0,0.01
21.52,0.0,0.01,20.93,0.0,0.01
21.86,0.0,0.01,21.1,0.0,0.01
20.62,0.0,0.01,20.39,0.0,0.01
20.55,0.0,0.01,20.33,0.0,0.01
20.31,0.0,0.01,20.21,0.0,0.01
20.54,0.0,0.01,20.46,0.0,0.01
20.4,0.0,0.01,20.17,0.0,0.01
34.46,0.0,0.0,24.29,0.0,0.0
20.44,0.0,0.01,20.14,0.0,0.01
20.47,0.0,0.01,20.1,0.0,0.01
20.46,0.0,0.01,20.12,0.0,0.01
22.83,0.0,0.0,20.62,0.0,0.01
20.39,0.0,0.01,20.09,0.0,0.01
20.55,0.0,0.01,20.45,0.0,0.01
20.45,0.0,0.01,20.19,0.0,0.01
23.45,0.0,0.0,30.2,0.0,0.0
