1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
395.17,395.17,0.000368
98.77,395.46,0.000368
197.53,395.36,0.000368
395.10999999999996,395.09999999999997,0.000368
296.44,395.3,0.000368
395.27,395.25,0.000368
395.16999999999996,395.15999999999997,0.000368
197.63,395.41,0.000368
395.04,395.04,0.000368
296.45,395.35999999999996,0.000368
