0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.003114825,0.003114236,0.003115415,0.003114825,0.003115415
0.003098725,0.003097807,0.003099644,0.003098725,0.003099644
0.003107382,0.003107039,0.003107726,0.003107382,0.003107039
0.003097608,0.003097382,0.003097835,0.003097608,0.003097382
0.0031054,0.003104354,0.003106445,0.0031054,0.003104354
0.0030845,0.003083507,0.003085493,0.0030845,0.003083507
0.003081038,0.003080773,0.003081302,0.003081038,0.003080773
0.00309057,0.003089851,0.003091289,0.00309057,0.003089851
0.003083216,0.003082059,0.003084373,0.003083216,0.003082059
0.003087304,0.003086006,0.003088602,0.003087304,0.003086006
0.003080324,0.003079288,0.00308136,0.003080324,0.003079288
0.003081289,0.00308014,0.003082437,0.003081289,0.00308014
0.003087395,0.003086181,0.00308861,0.003087395,0.003086181
0.003082529,0.003081196,0.003083863,0.003082529,0.003081196
0.00308279,0.003081726,0.003083853,0.00308279,0.003081726
0.003069064,0.003068018,0.003070109,0.003069064,0.003068018
0.003072977,0.003071997,0.003073957,0.003072977,0.003071997
0.003075493,0.003074239,0.003076746,0.003075493,0.003074239
0.003076635,0.003076319,0.00307695,0.003076635,0.003076319
0.003080667,0.003080066,0.003081267,0.003080667,0.003080066
0.003080309,0.00307934,0.003081278,0.003080309,0.00307934
0.003072179,0.003071213,0.003073144,0.003072179,0.003071213
0.003082831,0.003082119,0.003083543,0.003082831,0.003082119
0.003083132,0.003082216,0.003084048,0.003083132,0.003082216
0.00308091,0.0030799,0.003081921,0.00308091,0.0030799
0.003080674,0.003079808,0.003081539,0.003080674,0.003079808
0.003073844,0.003072304,0.003075384,0.003073844,0.003072304
0.003068288,0.003067462,0.003069115,0.003068288,0.003067462
0.003080491,0.003079665,0.003081318,0.003080491,0.003079665
0.00307538,0.003074631,0.003076129,0.00307538,0.003074631
0.003075929,0.003075031,0.003076826,0.003075929,0.003075031
0.003078545,0.003077804,0.003079285,0.003078545,0.003077804
0.003074227,0.003074069,0.003074385,0.003074227,0.003074069
0.003066786,0.003065943,0.003067628,0.003066786,0.003065943
0.003078179,0.003077442,0.003078915,0.003078179,0.003077442
0.003074803,0.003074014,0.003075592,0.003074803,0.003074014
0.003063985,0.003063147,0.003064823,0.003063985,0.003063147
0.003082257,0.003081505,0.003083008,0.003082257,0.003081505
0.003074911,0.003073948,0.003075874,0.003074911,0.003073948
0.003080168,0.00307938,0.003080955,0.003080168,0.00307938
0.00307,0.003069146,0.003070853,0.00307,0.003069146
0.003080849,0.003079818,0.00308188,0.003080849,0.003079818
0.003072988,0.003071828,0.003074149,0.003072988,0.003071828
0.003066861,0.00306607,0.003067652,0.003066861,0.00306607
0.003083092,0.003082158,0.003084026,0.003083092,0.003084026
0.00307645,0.003075729,0.003077171,0.00307645,0.003075729
0.003074236,0.003073388,0.003075083,0.003074236,0.003073388
0.003066624,0.003065194,0.003068054,0.003066624,0.003065194
0.003071815,0.003071117,0.003072514,0.003071815,0.003071117
0.00306658,0.003065995,0.003067165,0.00306658,0.003065995
0.003075367,0.003074645,0.003076089,0.003075367,0.003074645
