0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
24.11,0.0,0.0,22.91,0.0,0.0
22.84,0.0,0.0,22.87,0.0,0.0
22.83,0.0,0.0,22.81,0.0,0.0
22.84,0.0,0.0,22.9,0.0,0.0
35.73,0.0,0.0,39.49,0.0,0.0
47.6,0.0,0.0,46.27,0.0,0.0
22.86,0.0,0.0,23.0,0.0,0.0
22.81,0.0,0.0,22.89,0.0,0.0
64.98,0.0,0.0,65.57,0.0,0.0
23.88,0.0,0.0,27.58,0.0,0.0
44.09,0.0,0.0,42.72,0.0,0.0
57.72,0.0,0.0,45.49,0.0,0.0
22.6,0.0,0.0,22.57,0.0,0.0
88.82,0.0,0.0,63.45,0.0,0.0
22.98,0.0,0.0,22.9,0.0,0.0
22.87,0.0,0.0,22.82,0.0,0.0
23.51,0.0,0.0,32.76,0.0,0.0
50.77,0.0,0.0,63.01,0.0,0.0
26.01,0.0,0.0,25.93,0.0,0.0
36.23,0.0,0.0,44.15,0.0,0.0
94.25,0.0,0.0,28.97,0.0,0.0
22.89,0.0,0.0,22.8,0.0,0.0
24.38,0.0,0.0,29.53,0.0,0.0
133.1,0.0,0.0,66.32,0.0,0.0
22.81,0.0,0.0,22.86,0.0,0.0
24.55,0.0,0.0,29.87,0.0,0.0
23.69,0.0,0.0,23.25,0.0,0.0
114.9,0.0,0.0,88.79,0.0,0.0
22.92,0.0,0.0,22.94,0.0,0.0
