0_groupStartEnd_s,0_initRank_s
0.727077,0.302141
0.73974,0.253686
0.730853,0.289724
0.737892,0.270895
0.738867,0.275301
0.726981,0.271383
0.726891,0.264923
0.892274,0.102444
0.727204,0.266972
0.751042,0.251248
0.734507,0.256914
0.729234,0.263253
0.908351,0.100119
0.729431,0.267752
0.729269,0.287824
0.729042,0.296987
0.834796,0.296802
0.821816,0.266594
0.843928,0.241686
0.993063,0.103317
0.823154,0.27319
0.833423,0.268225
0.829606,0.270526
0.821837,0.286335
0.650353,0.26418
0.677757,0.251286
0.662358,0.263462
0.662415,0.273709
0.650351,0.276763
0.653651,0.261498
0.66246,0.29866
0.819829,0.099891
0.764891,0.243692
0.774552,0.279703
0.762353,0.246963
0.938508,0.100936
0.774299,0.237905
0.774307,0.249908
0.793164,0.226028
0.762379,0.259616
0.685688,0.256278
0.668659,0.265904
0.667492,0.265737
0.679581,0.28466
0.669288,0.283854
0.667475,0.277457
0.671402,0.263443
0.830905,0.09937
0.726641,0.247004
0.732965,0.255955
0.726567,0.246416
0.733627,0.228158
0.72668,0.255042
0.726405,0.243253
0.715014,0.242846
0.895305,0.103471
0.713068,0.259812
0.703435,0.269717
0.70378,0.274437
0.712689,0.261509
0.715759,0.289202
0.867888,0.101462
0.715532,0.280009
0.719728,0.296049
