0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
4357.2,30.8,53.91,3695.9,36.32,63.55
3210.4,41.81,73.16,3183.6,42.16,73.78
4031.7,33.29,58.26,4415.2,30.4,53.2
4079.7,32.9,57.57,3141.9,42.72,74.76
3187.6,42.11,73.69,3164.9,42.41,74.21
3129.5,42.89,75.05,3993.6,33.61,58.81
3612.8,37.15,65.01,3262.3,41.14,72.0
3146.7,42.65,74.64,3246.3,41.34,72.35
3151.8,42.58,74.52,3129.9,42.88,75.04
3120.3,43.01,75.27,3066.8,43.77,76.59
3264.1,41.12,71.96,3100.5,43.29,75.75
3119.2,43.03,75.3,3232.4,41.52,72.67
3186.6,42.12,73.71,3205.1,41.88,73.28
3199.7,41.95,73.41,3226.5,41.6,72.8
3148.5,42.63,74.6,3180.9,42.19,73.84
3114.2,43.1,75.42,3175.1,42.27,73.98
