0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
40.87,0.01,0.01,29.48,0.02,0.02
55.81,0.01,0.01,29.17,0.02,0.02
31.92,0.02,0.01,30.41,0.02,0.01
29.57,0.02,0.02,31.94,0.02,0.01
29.6,0.02,0.02,29.52,0.02,0.02
29.1,0.02,0.02,37.14,0.01,0.01
29.75,0.02,0.02,30.19,0.02,0.01
56.46,0.01,0.01,43.66,0.01,0.01
29.58,0.02,0.02,29.47,0.02,0.02
54.36,0.01,0.01,37.41,0.01,0.01
29.8,0.02,0.02,29.48,0.02,0.02
39.7,0.01,0.01,68.86,0.01,0.01
32.11,0.02,0.01,29.26,0.02,0.02
33.83,0.02,0.01,29.21,0.02,0.02
29.66,0.02,0.02,29.61,0.02,0.02
68.87,0.01,0.01,29.01,0.02,0.02
