0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s
2.787e-06,3.1e-07,1.2105e-05,2.077e-06
3.228e-06,1.271e-06,3.1555e-05,2.069e-06
6.284e-06,1.288e-06,5.4921e-05,2.094e-06
2.818e-06,1.329e-06,2.0106e-05,2.054e-06
3.155e-06,1.573e-06,2.681e-05,2.117e-06
2.345e-06,1.593e-06,8.976e-06,1.999e-06
2.095e-06,1.336e-06,3.242e-06,2.034e-06
2.023e-06,1.504e-06,2.737e-06,1.953e-06
2.015e-06,1.609e-06,2.583e-06,1.962e-06
2.067e-06,1.537e-06,4.182e-06,1.96e-06
2.23e-06,1.457e-06,7.746e-06,1.908e-06
2.248e-06,1.594e-06,7.48e-06,1.989e-06
2.056e-06,1.629e-06,3.719e-06,1.856e-06
1.944e-06,1.453e-06,2.534e-06,1.877e-06
2.137e-06,6.36e-07,3.627e-06,2.098e-06
2.032e-06,1.624e-06,2.853e-06,1.982e-06
2.074e-06,1.817e-06,2.462e-06,2.036e-06
2.509e-06,1.702e-06,4.64e-06,2.088e-06
2.621e-06,7.26e-07,1.0356e-05,2.017e-06
2.034e-06,1.657e-06,3.031e-06,1.967e-06
2.032e-06,1.414e-06,3.298e-06,1.95e-06
1.932e-06,1.552e-06,2.587e-06,1.942e-06
2.116e-06,4.83e-07,3.816e-06,1.966e-06
1.979e-06,1.288e-06,2.677e-06,1.93e-06
1.987e-06,1.399e-06,2.698e-06,1.92e-06
2.188e-06,1.706e-06,5.023e-06,1.965e-06
2.094e-06,1.663e-06,3.074e-06,2.09e-06
2.03e-06,1.464e-06,2.439e-06,2.044e-06
2.166e-06,1.42e-06,2.737e-06,2.166e-06
2.024e-06,1.642e-06,2.635e-06,1.973e-06
2.161e-06,1.63e-06,3.107e-06,2.229e-06
2.128e-06,1.474e-06,2.722e-06,2.084e-06
2.119e-06,1.871e-06,2.626e-06,2.047e-06
2.071e-06,1.418e-06,2.55e-06,2.081e-06
2.363e-06,3.74e-07,4.775e-06,2.061e-06
2.017e-06,1.758e-06,2.46e-06,1.949e-06
