0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
28.33,1.16,1.16,64.31,0.51,0.51
27.2,1.2,1.2,27.17,1.21,1.21
27.44,1.19,1.19,27.21,1.2,1.2
59.0,0.56,0.56,40.8,0.8,0.8
33.35,0.98,0.98,27.68,1.18,1.18
27.79,1.18,1.18,36.44,0.9,0.9
27.73,1.18,1.18,27.46,1.19,1.19
30.97,1.06,1.06,80.24,0.41,0.41
58.52,0.56,0.56,43.18,0.76,0.76
37.4,0.88,0.88,31.4,1.04,1.04
29.1,1.13,1.13,30.56,1.07,1.07
28.05,1.17,1.17,28.87,1.14,1.14
44.82,0.73,0.73,36.59,0.9,0.9
27.43,1.19,1.19,27.17,1.21,1.21
32.12,1.02,1.02,28.49,1.15,1.15
71.63,0.46,0.46,81.14,0.4,0.4
27.42,1.2,1.2,55.04,0.6,0.6
27.86,1.18,1.18,27.49,1.19,1.19
27.67,1.18,1.18,27.65,1.19,1.19
28.69,1.14,1.14,27.68,1.18,1.18
29.33,1.12,1.12,42.47,0.77,0.77
36.86,0.89,0.89,29.06,1.13,1.13
27.46,1.19,1.19,27.6,1.19,1.19
28.91,1.13,1.13,27.58,1.19,1.19
40.31,0.81,0.81,28.61,1.15,1.15
46.49,0.7,0.7,33.73,0.97,0.97
27.74,1.18,1.18,28.44,1.15,1.15
