0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
36.21,0.9,0.9,38.34,0.85,0.85
30.07,1.09,1.09,30.81,1.06,1.06
31.65,1.04,1.04,36.62,0.89,0.89
31.63,1.04,1.04,29.84,1.1,1.1
30.09,1.09,1.09,30.18,1.09,1.09
30.25,1.08,1.08,30.16,1.09,1.09
30.09,1.09,1.09,30.0,1.09,1.09
35.96,0.91,0.91,54.39,0.6,0.6
30.53,1.07,1.07,30.27,1.08,1.08
35.62,0.92,0.92,36.37,0.9,0.9
30.37,1.08,1.08,35.93,0.91,0.91
30.29,1.08,1.08,30.44,1.08,1.08
30.0,1.09,1.09,29.95,1.09,1.09
39.45,0.83,0.83,38.34,0.85,0.85
30.18,1.09,1.09,30.12,1.09,1.09
30.03,1.09,1.09,29.83,1.1,1.1
30.37,1.08,1.08,30.33,1.08,1.08
29.88,1.1,1.1,29.79,1.1,1.1
30.17,1.09,1.09,30.14,1.09,1.09
30.24,1.08,1.08,30.11,1.09,1.09
30.11,1.09,1.09,29.87,1.1,1.1
30.14,1.09,1.09,30.18,1.09,1.09
30.15,1.09,1.09,30.06,1.09,1.09
30.12,1.09,1.09,30.23,1.08,1.08
30.0,1.09,1.09,29.97,1.09,1.09
43.35,0.76,0.76,50.05,0.65,0.65
30.27,1.08,1.08,31.21,1.05,1.05
30.13,1.09,1.09,30.0,1.09,1.09
