0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.4576e-05,0.155220428
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.3552e-05,0.161969143
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.1504e-05,0.177394776
2.3552e-05,0.161969143
2.2528e-05,0.169331377
2.2528e-05,0.169331377
2.2528e-05,0.169331377
