1_time_us
3913.98
3472.81
3529.74
3733.15
3640.45
3283.29
2959.48
3465.65
3466.31
3574.85
3919.57
3025.88
3657.04
3083.61
3011.65
2849.83
2513.78
1733.69
1638.05
1569.08
1945.3
1418.14
1828.64
1441.76
1930.86
1580.15
1772.7
1575.36
1401.44
1428.96
1412.47
1456.58
1367.77
1405.86
1366.79
1372.2
1367.63
1363.4
1363.16
1363.14
1363.11
1362.94
1362.78
1362.75
1362.89
1362.9
1363.13
1362.53
1362.58
1362.4
1362.62
1362.59
1362.44
1362.54
1362.34
1362.41
1362.31
1362.36
1362.4
1362.64
1362.58
1362.62
1362.9
1362.76
1362.7
1362.75
1362.97
1363.47
1363.52
1414.6
1375.07
1387.34
1382.11
1382.54
1415.95
1363.13
1370.57
2089.02
1494.7
1927.43
1362.75
2143.96
1397.8
1362.68
1362.39
1362.63
1362.65
1362.49
1362.49
1362.45
1362.43
1362.47
1362.48
1753.91
3123.75
3819.92
3224.47
3999.13
4020.11
3969.32
3478.67
2642.37
2080.94
2019.34
2149.47
2087.92
1758.28
1835.23
1602.81
1382.0
1377.82
1379.25
1378.67
1392.68
1417.79
1383.28
1453.44
1385.1
1425.47
1362.42
1362.46
1362.51
1364.01
1362.95
1363.21
1362.8
1363.24
1362.94
1363.32
1363.1
1362.92
1363.66
2433.87
2857.71
2651.31
2923.8
2768.63
2464.97
2675.59
2612.64
2573.74
2936.73
2555.72
2132.04
1791.6
1994.17
1625.2
1940.92
2062.0
2084.28
2186.72
1711.19
1503.53
1377.14
1363.43
1363.08
1363.05
1363.12
1363.31
1980.99
1362.93
1362.68
1362.84
1362.47
1362.61
1362.53
1362.4
1362.55
1362.48
1362.48
1362.44
1362.4
1362.51
1362.52
1362.5
1362.54
1362.65
1362.75
1362.39
1362.6
1428.32
1362.54
1386.56
1362.51
1362.72
1362.64
1362.72
1362.71
1362.59
1362.68
1362.59
1379.23
1835.42
1867.77
1367.62
1673.92
1528.01
1713.25
1506.24
1362.7
1362.58
1362.66
1362.51
1362.66
1362.54
1362.47
1362.47
1362.54
1362.3
1362.48
1362.52
1362.6
1362.46
1362.55
1362.41
1362.22
1362.51
1362.51
1362.38
1362.42
1362.38
1362.4
1362.54
1362.44
1362.58
1362.63
1362.44
1362.5
1362.27
1362.66
1362.42
1362.35
1362.42
1362.36
1362.48
1364.27
1362.48
1362.57
1362.66
1362.64
1362.42
1362.47
1362.5
1362.67
1362.61
1362.58
1362.72
1362.6
1362.6
3937.44
4403.8
2697.63
3103.93
2683.88
2757.61
2835.6
1863.15
1414.22
1444.33
1365.36
1830.84
1804.54
1789.61
1398.69
1768.32
1441.81
1558.17
1500.54
1362.96
1450.47
1362.97
3932.94
4582.81
3007.46
1364.32
3496.06
4020.8
3136.77
3215.62
1645.27
1367.27
1367.37
1364.07
1370.83
2005.0
1410.72
1362.99
1386.21
1373.17
1365.02
1943.49
1385.89
1362.26
1362.67
1457.44
1387.82
1497.06
1362.49
1367.21
1363.15
1439.6
1366.69
1430.61
3378.62
5804.77
1363.1
1364.62
2353.35
6004.21
1678.74
2397.36
4742.51
1387.32
1363.37
1369.14
1539.17
1419.7
1407.33
1927.7
1368.04
1366.84
1900.32
1366.77
1364.03
1369.13
1362.74
1362.72
1397.71
1362.72
1362.77
1362.7
1362.86
1362.62
1362.64
1362.81
1362.61
1362.67
1362.74
1362.68
1362.6
1362.63
1362.49
1362.45
1362.62
1362.53
1362.81
1451.82
1467.44
2174.89
2683.46
2168.96
2180.88
2707.73
2955.48
2757.71
3913.41
3339.14
2811.16
3211.11
2491.31
2004.64
2726.71
1983.92
2718.87
2205.94
2314.24
2069.61
4085.95
3762.18
2943.88
6090.36
4016.92
2608.55
4231.46
4318.0
5200.24
2756.44
2503.88
5127.33
5634.49
5278.01
5586.68
3884.63
6064.39
5491.03
4953.45
2301.47
1920.36
2713.6
4355.92
3298.43
4926.35
3191.02
1917.23
1362.88
1362.84
1362.61
1362.56
1362.5
1362.34
1362.56
1362.7
1362.59
1362.82
1362.58
1363.09
1363.0
1362.92
1363.22
1363.13
1368.14
1363.75
1362.82
1363.75
1363.01
1450.65
1449.95
2160.17
1363.22
1466.15
1815.18
1362.54
1362.64
1362.62
1362.68
1362.69
1435.61
1362.6
1362.86
1362.46
1362.51
1362.54
1362.33
1370.1
3490.23
3092.48
3297.42
2764.96
3798.84
3732.16
3839.06
3399.74
3599.33
3451.34
3707.75
4064.58
3485.96
3276.1
2282.91
2232.52
3114.63
3484.76
3505.46
2613.17
2122.0
2331.62
2196.65
1909.73
2022.6
2018.55
1833.43
2247.89
1701.79
1886.92
2041.39
2322.79
1896.81
2212.89
1396.14
1363.37
1363.26
1366.04
1363.5
1363.16
1363.0
1374.27
1364.05
1374.43
1383.3
1364.87
1364.12
1363.65
1363.55
1363.36
1363.5
1363.32
1365.16
1377.65
1363.09
1363.1
1362.89
1363.01
1363.09
1363.11
1362.92
1362.8
1362.65
1362.51
1362.68
1362.79
1362.62
1362.71
1362.72
1362.58
1362.4
1362.5
1363.91
1362.51
1362.5
1362.35
1362.49
1372.93
1362.46
1362.39
1958.82
1418.22
1808.81
1362.69
1362.78
1867.07
1362.62
1362.72
1362.62
1362.65
1362.54
1362.49
2441.65
1362.67
1362.56
1362.67
1421.36
1362.86
1374.63
1362.7
1362.74
1445.87
1362.65
1362.57
1362.55
1362.59
1362.35
1362.71
1362.39
1362.43
1362.4
1362.56
1362.34
1362.6
1362.51
1362.57
1362.49
1362.5
1362.49
1362.25
1362.32
1362.53
1362.28
1362.42
1362.5
1362.4
1362.26
1362.52
1362.36
1362.27
1362.36
1362.45
1362.43
1362.36
1362.4
1362.46
1362.48
1362.61
1362.65
1362.45
1362.62
1362.5
1362.27
1362.49
1362.54
1367.08
4063.16
2390.56
3397.02
2339.08
1362.81
4102.55
2542.56
1363.35
1362.8
1362.99
1382.9
1908.93
2201.22
3106.99
1375.46
2267.33
1852.2
1926.89
1362.6
1366.42
1913.13
1362.73
3490.04
4082.29
1614.65
4281.99
2083.75
1402.04
4981.66
1887.49
1396.75
1364.04
1363.83
1375.58
1389.87
1970.32
4250.65
1939.11
1942.29
1364.53
2209.16
1542.83
1363.0
1903.66
1802.32
2967.79
2165.04
2478.37
2304.29
3457.02
1816.23
2660.36
2882.41
2100.53
1363.22
1364.14
1363.31
1363.0
3191.04
1379.14
3889.75
3240.0
1451.14
1362.85
3257.9
1432.01
1567.19
1408.35
1362.7
1362.63
1366.01
1362.58
1362.98
2703.85
1362.68
1364.0
1366.2
1366.85
1362.77
1362.61
1362.63
1362.76
1362.64
1362.55
1362.52
1362.66
1362.73
1362.43
1362.63
1363.98
1363.72
1591.79
3637.75
3110.39
2190.47
2919.73
2676.59
2874.34
2985.86
3119.03
2165.17
2436.51
2001.35
2065.52
1634.37
1388.29
1913.64
2729.25
2759.78
2489.47
1705.46
1953.6
1661.34
1375.07
1399.6
1381.86
1372.59
1375.6
1451.83
1518.71
1508.6
1370.55
1369.94
1375.98
1371.75
1367.69
1367.0
1366.62
1364.87
1364.73
1363.79
1366.11
1420.49
1435.98
1367.56
1372.44
1444.1
1393.01
1428.38
1367.08
1365.73
1363.24
1363.38
1363.46
1363.75
1363.87
1366.05
1367.74
1408.72
1365.38
1384.18
1363.09
1366.41
1363.23
1363.12
1363.61
1363.48
1362.92
1366.15
1363.31
1363.56
1362.75
1363.08
1362.58
1362.8
1363.03
1362.89
1362.78
1362.62
1362.68
1362.7
1362.64
1362.92
1362.38
1362.53
1362.43
1362.76
1363.08
1362.72
1363.51
1362.86
1362.87
1363.28
1362.71
1363.42
1380.51
1384.79
1363.21
1375.82
1414.95
1398.46
1449.69
1494.38
1362.68
1362.56
1362.49
1362.87
1363.05
1363.31
1362.61
1362.94
1375.2
1426.05
1362.34
1363.06
1976.24
1491.54
1488.8
1404.92
1594.86
1438.62
2305.88
1414.32
1434.82
1635.11
2092.91
1745.92
2103.63
2261.42
3047.62
2769.91
2117.83
2244.94
1893.31
2460.42
1915.47
2328.08
1851.52
1484.77
1497.4
1508.14
1850.36
2899.23
3764.21
3356.89
3030.06
3216.89
3042.48
3339.36
3599.79
3490.31
4504.47
4213.35
4055.89
5650.12
5768.79
4447.59
3945.59
4173.07
4379.81
5616.77
4991.72
5470.03
3762.77
3075.54
2458.9
2162.59
3855.9
4108.5
3399.5
4301.55
5792.02
5071.97
2051.05
1365.44
1364.49
1363.04
1362.42
1362.44
1362.42
1362.73
1362.33
1362.62
1362.79
1362.5
1362.86
1362.5
1362.65
1362.63
1379.0
1362.6
1362.42
1362.72
1362.75
1362.68
1362.53
1362.57
1362.85
1362.5
1362.62
1362.78
1362.79
1362.64
1362.56
1362.72
1362.49
1362.67
1362.62
1362.67
1362.51
1362.7
1362.8
1585.59
1362.41
1362.57
1362.49
1362.63
1362.6
1620.47
1362.59
1565.02
1362.51
1362.33
1362.68
1362.62
1362.47
1362.32
1362.42
1362.36
1844.47
1362.48
1362.45
1362.41
1362.81
1362.31
1362.29
1362.42
1362.63
1362.38
1362.66
1362.5
1362.47
1362.66
1362.53
1362.68
