0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
3.013e-05,2.1471e-05,3.8335e-05,2.8767e-05,3.8047e-05
2.8244e-05,2.1055e-05,3.4303e-05,2.8127e-05,3.4303e-05
2.7733e-05,2.1887e-05,3.4047e-05,2.7519e-05,3.3151e-05
2.7167e-05,2.1856e-05,3.3215e-05,2.6751e-05,3.2287e-05
2.8924e-05,2.0512e-05,3.7055e-05,2.7871e-05,3.5967e-05
2.9484e-05,2.1631e-05,3.4847e-05,2.9903e-05,3.2735e-05
2.8423e-05,2.1887e-05,3.5359e-05,2.8287e-05,3.5359e-05
2.7962e-05,2.1887e-05,3.3375e-05,2.7583e-05,3.2703e-05
2.7521e-05,2.2783e-05,3.4015e-05,2.7183e-05,3.2799e-05
2.7919e-05,2.2624e-05,3.3535e-05,2.7807e-05,3.2255e-05
2.7326e-05,2.2303e-05,3.3279e-05,2.6943e-05,3.2479e-05
2.7425e-05,2.2048e-05,3.2831e-05,2.7183e-05,3.1487e-05
2.6983e-05,2.1855e-05,3.1711e-05,2.6959e-05,3.1583e-05
2.7665e-05,2.112e-05,3.4527e-05,2.7199e-05,3.2479e-05
2.9057e-05,2.1056e-05,3.7215e-05,2.8559e-05,3.6511e-05
2.754e-05,2.1472e-05,3.2927e-05,2.7648e-05,3.1711e-05
2.7138e-05,2.1632e-05,3.4175e-05,2.6303e-05,3.2095e-05
2.7941e-05,2.2623e-05,3.3727e-05,2.7807e-05,3.3023e-05
2.8037e-05,2.1951e-05,3.3855e-05,2.7551e-05,3.2703e-05
2.9319e-05,2.0447e-05,3.5903e-05,2.9759e-05,3.4527e-05
2.8087e-05,2.2943e-05,3.4943e-05,2.7535e-05,3.4943e-05
2.7562e-05,2.24e-05,3.4014e-05,2.7631e-05,3.0751e-05
2.9385e-05,2.2527e-05,3.5807e-05,2.9967e-05,3.0495e-05
2.4299e-05,2.0288e-05,2.9471e-05,2.3439e-05,2.5791e-05
2.3103e-05,2.016e-05,2.6463e-05,2.2671e-05,2.5343e-05
3.3634e-05,2.1919e-05,4.1087e-05,3.4734e-05,3.907e-05
2.4667e-05,2.0895e-05,2.9983e-05,2.4399e-05,2.9983e-05
2.4154e-05,2.1823e-05,2.8287e-05,2.3919e-05,2.4672e-05
2.2933e-05,2.0543e-05,2.5087e-05,2.2671e-05,2.4159e-05
2.3324e-05,2.1248e-05,2.5216e-05,2.3519e-05,2.4895e-05
2.2974e-05,2.0288e-05,2.6815e-05,2.272e-05,2.4831e-05
