0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
7.731e-06,6.59e-06,8.74e-06,7.685e-06,8.74e-06
7.616e-06,6.97e-06,8.38e-06,7.5e-06,7.99e-06
7.683e-06,6.66e-06,8.55e-06,7.59e-06,7.63e-06
7.831e-06,6.57e-06,9.29e-06,8.06e-06,7.96e-06
7.685e-06,5.93e-06,9.32e-06,7.775e-06,7.16e-06
7.733e-06,5.67e-06,9.64e-06,7.785e-06,6.11e-06
7.863e-06,5.12e-06,1.038e-05,7.735e-06,5.97e-06
8.701e-06,5.32e-06,1.148e-05,8.835e-06,6.6e-06
7.901e-06,4.69e-06,1.166e-05,7.83e-06,5.44e-06
7.899e-06,4.37e-06,1.098e-05,8.01e-06,5.46e-06
7.886e-06,5.33e-06,1.107e-05,7.75e-06,5.56e-06
7.827e-06,5.32e-06,1.034e-05,7.93e-06,6.03e-06
7.66e-06,4.96e-06,1.047e-05,7.845e-06,6.26e-06
7.916e-06,4.73e-06,1.071e-05,7.72e-06,5.72e-06
7.752e-06,4.98e-06,1.157e-05,7.47e-06,5.93e-06
7.88e-06,4.51e-06,1.088e-05,7.95e-06,5.23e-06
7.956e-06,5.06e-06,1.07e-05,8.05e-06,5.86e-06
7.997e-06,5.36e-06,1.068e-05,7.94e-06,5.98e-06
7.556e-06,4.62e-06,1.049e-05,7.57e-06,5.86e-06
7.842e-06,5.26e-06,1.01e-05,7.98e-06,6.09e-06
7.633e-06,5.27e-06,1.002e-05,7.57e-06,5.52e-06
7.955e-06,5.29e-06,1.088e-05,8.18e-06,6.58e-06
7.821e-06,4.94e-06,1.091e-05,7.535e-06,5.71e-06
7.73e-06,5.11e-06,1.061e-05,7.63e-06,5.79e-06
7.98e-06,5.26e-06,1.07e-05,7.975e-06,5.9e-06
7.806e-06,5.04e-06,1.03e-05,7.815e-06,6.44e-06
7.655e-06,5.23e-06,1.065e-05,7.4e-06,5.55e-06
8.011e-06,5.07e-06,1.06e-05,8.205e-06,6.24e-06
7.806e-06,4.88e-06,1.04e-05,7.89e-06,5.64e-06
7.859e-06,4.91e-06,1.13e-05,7.42e-06,5.86e-06
7.914e-06,4.82e-06,1.092e-05,7.84e-06,6.01e-06
7.824e-06,4.8e-06,1.033e-05,8.02e-06,5.93e-06
7.844e-06,5.09e-06,1.087e-05,7.54e-06,5.52e-06
7.696e-06,4.9e-06,1.055e-05,7.44e-06,5.67e-06
7.801e-06,5.1e-06,1.059e-05,8.06e-06,5.14e-06
7.621e-06,5.13e-06,1.043e-05,7.465e-06,5.54e-06
7.718e-06,4.83e-06,1.07e-05,7.965e-06,6.19e-06
7.899e-06,5e-06,1.121e-05,7.675e-06,5.39e-06
7.854e-06,4.94e-06,1.088e-05,7.985e-06,5.87e-06
7.932e-06,5.37e-06,1.06e-05,8.02e-06,5.52e-06
8.069e-06,5.15e-06,1.116e-05,7.915e-06,6.18e-06
7.828e-06,4.4e-06,1.123e-05,7.74e-06,5.45e-06
7.786e-06,4.78e-06,1.095e-05,7.725e-06,5.13e-06
7.895e-06,4.78e-06,1.14e-05,7.815e-06,5.81e-06
8.145e-06,4.77e-06,1.15e-05,8.24e-06,5.78e-06
7.919e-06,5.13e-06,1.115e-05,7.835e-06,5.36e-06
7.871e-06,4.77e-06,1.048e-05,8.065e-06,5.56e-06
7.789e-06,5.12e-06,1.078e-05,7.3e-06,5.98e-06
7.791e-06,5.16e-06,1.019e-05,7.75e-06,5.75e-06
7.691e-06,5.48e-06,1.02e-05,7.47e-06,6.07e-06
7.648e-06,5.22e-06,1.013e-05,7.61e-06,5.87e-06
7.808e-06,5.46e-06,1.041e-05,7.805e-06,6.24e-06
7.652e-06,4.81e-06,1.019e-05,7.825e-06,6.04e-06
7.698e-06,4.92e-06,1.046e-05,7.73e-06,5.56e-06
7.893e-06,5.07e-06,1.07e-05,8.15e-06,6.21e-06
7.831e-06,5.05e-06,1.102e-05,7.5e-06,5.47e-06
7.913e-06,4.34e-06,1.071e-05,7.97e-06,5.8e-06
7.896e-06,5.1e-06,1.069e-05,8.105e-06,5.39e-06
7.778e-06,5.19e-06,1.041e-05,7.33e-06,6.03e-06
7.821e-06,5.51e-06,1.048e-05,7.915e-06,6.32e-06
7.641e-06,5.13e-06,1.015e-05,7.595e-06,5.13e-06
7.956e-06,5.05e-06,1.036e-05,8.175e-06,6.21e-06
7.671e-06,4.97e-06,1.056e-05,7.68e-06,6.24e-06
7.913e-06,4.98e-06,1.112e-05,7.84e-06,5.93e-06
8.025e-06,4.58e-06,1.15e-05,7.93e-06,5.77e-06
