0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.0,3.428740913626003e+40
0.0,inf
-73568.7890625,-1.3593e-05
0.0,1.42724769270596e+44
-0.026043573,-38.397188621
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-81764.640625,-1.223e-05
0.0,1.42724769270596e+44
0.0,2.4623035523589415e+21
0.0,2.1624965040999393e+43
0.0,3.9483448398416505e+40
0.0,inf
0.0,3.9606163078753465e+40
0.0,inf
-0.0,-312502042015864.56
0.0,1.42724769270596e+44
0.0,2.46224340514202e+21
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
0.0,1.78405961588245e+44
0.0,inf
-1.537e-06,-650449.214304555
0.0,1.42724769270596e+44
-0.026043573,-38.397188621
-0.026043573,-38.397188621
0.0,2.378746154509933e+44
0.0,inf
0.0,2.4616041591003184e+21
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
0.0,2.4615616360765105e+21
0.0,2.1624965040999393e+43
0.0,2.461552458638228e+21
0.0,2.1624965040999393e+43
0.0,2.4609202978874217e+21
0.0,2.1624965040999393e+43
0.0,2.4615616360765105e+21
0.0,2.1624965040999393e+43
0.0,3.9606163078753465e+40
0.0,inf
0.0,inf
0.0,inf
0.0,4.0183785480769182e+40
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,2.461566530738242e+21
0.0,2.1624965040999393e+43
0.0,2.378746154509933e+44
0.0,inf
-608883.6875,-1.642e-06
0.0,1.42724769270596e+44
-0.026043573,-38.397188621
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-81308.2890625,-1.2299e-05
0.0,1.42724769270596e+44
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,2.4622910023153573e+21
0.0,2.1624965040999393e+43
0.0,2.461554141163457e+21
0.0,2.1624965040999393e+43
0.0,2.378746154509933e+44
0.0,inf
-608883.6875,-1.642e-06
0.0,1.42724769270596e+44
-0.026043573,-38.397188621
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-81764.640625,-1.223e-05
0.0,1.42724769270596e+44
0.0,2.462253505996046e+21
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
0.0,2.4615691310352045e+21
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
