0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
17.21,1.9,2.86,20.37,1.61,2.41
18.61,1.76,2.64,18.25,1.8,2.69
17.24,1.9,2.85,17.49,1.87,2.81
17.27,1.9,2.85,17.59,1.86,2.79
17.26,1.9,2.85,17.64,1.86,2.79
17.08,1.92,2.88,21.32,1.54,2.31
17.28,1.9,2.84,17.52,1.87,2.81
17.19,1.91,2.86,18.13,1.81,2.71
17.37,1.89,2.83,23.03,1.42,2.13
17.27,1.9,2.85,17.56,1.87,2.8
17.14,1.91,2.87,17.47,1.88,2.81
17.16,1.91,2.86,17.5,1.87,2.81
17.3,1.89,2.84,18.81,1.74,2.61
22.25,1.47,2.21,17.58,1.86,2.8
17.31,1.89,2.84,17.64,1.86,2.79
17.18,1.91,2.86,17.55,1.87,2.8
17.24,1.9,2.85,18.01,1.82,2.73
18.41,1.78,2.67,18.81,1.74,2.61
17.3,1.89,2.84,17.63,1.86,2.79
17.21,1.9,2.86,17.58,1.86,2.8
17.07,1.92,2.88,17.45,1.88,2.82
17.17,1.91,2.86,17.55,1.87,2.8
17.13,1.91,2.87,17.6,1.86,2.79
17.53,1.87,2.8,17.49,1.87,2.81
17.14,1.91,2.87,17.53,1.87,2.8
18.78,1.74,2.62,17.66,1.86,2.78
17.17,1.91,2.86,17.52,1.87,2.81
17.15,1.91,2.87,17.55,1.87,2.8
17.26,1.9,2.85,17.54,1.87,2.8
17.14,1.91,2.87,20.1,1.63,2.45
17.2,1.91,2.86,17.52,1.87,2.81
17.17,1.91,2.86,17.56,1.87,2.8
17.24,1.9,2.85,17.61,1.86,2.79
