0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.000405504,4.816537072
0.000405504,4.816537072
0.000416768,4.686360094
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000407552,4.79233328
0.000407552,4.79233328
0.000405504,4.816537072
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.00040448,4.828730707
0.000410624,4.756480451
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000406528,4.80440452
0.00040448,4.828730707
0.000405504,4.816537072
0.00040448,4.828730707
0.000406528,4.80440452
0.000406528,4.80440452
0.000406528,4.80440452
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000406528,4.80440452
0.000407552,4.79233328
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000403456,4.840986239
0.000405504,4.816537072
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000405504,4.816537072
0.000407552,4.79233328
0.000406528,4.80440452
0.000406528,4.80440452
0.000407552,4.79233328
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000407552,4.79233328
0.00040448,4.828730707
0.000405504,4.816537072
0.000405504,4.816537072
0.00040448,4.828730707
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.00040448,4.828730707
0.000406528,4.80440452
0.000405504,4.816537072
0.000407552,4.79233328
0.000406528,4.80440452
0.000407552,4.79233328
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000405504,4.816537072
0.000406528,4.80440452
0.000406528,4.80440452
0.000405504,4.816537072
0.000405504,4.816537072
0.00040448,4.828730707
0.000406528,4.80440452
0.000407552,4.79233328
0.000405504,4.816537072
0.000407552,4.79233328
0.000405504,4.816537072
0.00040448,4.828730707
0.000405504,4.816537072
0.00040448,4.828730707
0.000408576,4.780322205
0.000405504,4.816537072
