0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
732.5,22.91,40.08,701.7,23.91,41.84
842.6,19.91,34.85,935.2,17.94,31.39
892.5,18.8,32.9,902.6,18.59,32.53
749.0,22.4,39.2,702.6,23.88,41.79
816.2,20.56,35.97,730.1,22.98,40.22
703.7,23.84,41.72,724.4,23.16,40.53
943.1,17.79,31.13,931.6,18.01,31.52
704.6,23.81,41.67,702.1,23.9,41.82
759.7,22.08,38.65,703.7,23.84,41.72
703.5,23.85,41.73,705.6,23.78,41.61
722.0,23.24,40.67,704.4,23.82,41.68
702.5,23.88,41.79,705.2,23.79,41.64
800.8,20.95,36.66,706.7,23.74,41.54
707.9,23.7,41.48,714.3,23.49,41.1
710.1,23.63,41.35,989.9,16.95,29.66
939.9,17.85,31.24,831.7,20.17,35.3
925.8,18.12,31.71,1062.6,15.79,27.63
722.0,23.24,40.67,841.4,19.94,34.9
704.5,23.82,41.68,702.6,23.88,41.79
737.9,22.74,39.79,703.7,23.84,41.72
