size,"('cn-eth', 'cn-ib')","('cn-eth', 'haicgu2')","('cn-ib', 'cn-eth')","('cn-ib', 'haicgu2')","('haicgu2', 'cn-eth')","('haicgu2', 'cn-ib')",cn-eth,cn-ib,haicgu2
128MiB,1.024045155492879,1.0154961659084232,0.976519438265097,0.9916517454932533,0.9847403009202295,1.0084185345759606,0.47483414562601456,0.463684773155803,0.46758831945096163
16MiB,1.0033172624688078,1.0272120934191613,0.9966937053782516,1.0238158275992946,0.9735087879187797,0.9767381720839974,0.5613333205101951,0.5594773871715841,0.5464629204683039
1GiB,1.0202884694905945,1.008644101913889,0.9801149673868961,0.9885871810523164,0.991429978227715,1.0115445750930485,0.5057872408548085,0.49572964507511874,0.5014526331885388
256KiB,0.9373455086888988,1.0157259928705606,1.066842472418456,1.08361962953372,0.9845174850491742,0.9228330428365336,0.35218568948952206,0.37572665172540026,0.34673296928653363
2MiB,0.9864035648394762,0.9980222448383819,1.0137838463334592,1.0117788300986081,1.0019816744284475,0.9883582955600482,0.5899932471164919,0.5981256233725243,0.5911624216472594
32KiB,0.8976346667770423,1.0082203053605197,1.1140389704315905,1.123196710952057,0.9918467171144899,0.8903159974109685,0.2101413911363283,0.23410569902657735,0.2084280489284392
4B,0.5776273817785743,1.0104744780501587,1.731219868630356,1.7493534931443233,0.9896340993486836,0.5716397537255776,0.00016721449739536497,0.00028948506021389477,0.00016548116852790483
4KiB,0.8162025678108482,1.0272291989326798,1.2251860499313525,1.2585468846144776,0.9734925769624035,0.7945671410615135,0.08060446852373665,0.09875547039741296,0.07846785177785734
512B,0.6891028521541243,1.0208560991341145,1.4511621840977966,1.4814277664690185,0.9795699911556539,0.6750244747899514,0.016638100076040347,0.024144581645584428,0.016298183544333728
64B,0.622732255468477,1.012876244160679,1.6058265670656602,1.6265035820229023,0.9872874457912192,0.6148157379132776,0.002537039786211255,0.004074045890400615,0.0025047875303992107
8B,0.5890658099049816,1.0214799035970021,1.69760319337037,1.7340675463099282,0.9789717805300295,0.5766788047720437,0.00033615702521808995,0.0005706612394841135,0.0003290882415154316
