0_Transfer Time_s,0_Bandwidth_GB/s
0.001090528,114.623377433
0.001089536,114.727737013
0.001089488,114.732787734
0.001089696,114.710884065
0.001089232,114.759765128
0.001089312,114.751339462
0.00108968,114.712575265
0.001089056,114.778301044
0.001089744,114.705847527
0.001091232,114.549432871
0.001090032,114.675539604
0.001090352,114.641869313
0.001089392,114.74290277
0.001089504,114.731108197
0.001089376,114.744594914
0.001089328,114.749634856
0.001089328,114.749634856
0.001089664,114.714266514
0.001089552,114.726045367
0.001089152,114.768192033
0.001089712,114.70920517
0.00108976,114.704156526
0.001088896,114.795161536
0.001089392,114.74290277
0.001089392,114.74290277
0.001089392,114.74290277
0.001089856,114.694048319
0.001088992,114.785049554
0.001089424,114.739530893
0.001090128,114.66543644
0.001088912,114.793480172
0.001089392,114.74290277
0.001090016,114.677217514
0.001089536,114.727737013
0.001088896,114.795161536
0.00108992,114.687310504
0.001092864,114.378358502
0.001089088,114.774939355
0.001089136,114.769872655
0.001089088,114.774939355
0.00108944,114.737851159
0.001089904,114.689001009
0.001089248,114.758072537
0.001089056,114.778301044
0.001089568,114.724366028
0.001090864,114.588074639
0.001088912,114.793480172
0.00108944,114.737851159
0.0010896,114.721007497
0.00109296,114.368319814
0.001089328,114.749634856
0.001089904,114.689001009
0.001089792,114.700786925
0.001089248,114.758072537
0.001089824,114.697417523
0.00109232,114.435334618
0.001089472,114.734467319
0.001089184,114.764806403
0.00109064,114.611607418
0.001088944,114.790117594
0.001089248,114.758072537
0.001089456,114.736171475
0.001089744,114.705847527
0.001089648,114.715945558
0.001090352,114.641869313
0.001089344,114.747954826
0.001089904,114.689001009
0.001090448,114.631784318
0.001089088,114.774939355
0.001088912,114.793480172
0.001089936,114.685632299
0.001090528,114.623377433
0.001089792,114.700786925
0.001089936,114.685632299
0.001090576,114.618324106
0.001089536,114.727737013
0.00109088,114.586387108
0.001089632,114.71762465
0.001089888,114.690691563
0.0010904,114.636826594
0.001089392,114.74290277
0.001089792,114.700786925
0.00108928,114.754699768
0.001089408,114.741210676
0.001089536,114.727737013
0.001089584,114.722686738
0.001089936,114.685632299
0.001089776,114.702465574
0.001089984,114.680573481
0.00108928,114.754699768
0.001091792,114.490670605
0.001089792,114.700786925
0.001089376,114.744594914
0.001089472,114.734467319
0.001090448,114.631784318
0.001090592,114.616647919
0.00108912,114.771553327
0.001090144,114.66374663
0.001089984,114.680573481
0.001090288,114.648601789
