0_groupStartEnd_s,0_initRank_s
5.330606,0.08129
5.231185,0.165908
5.255288,0.166774
5.064639,0.351867
5.189573,0.236851
4.944014,0.372275
5.226866,0.166286
4.742195,0.511135
5.257119,0.168187
5.246144,0.168991
4.760914,0.449114
4.712918,0.710507
5.26803,0.169959
5.234685,0.189793
5.236467,0.198811
5.163615,0.198068
5.051499,0.364986
5.239419,0.196012
5.217453,0.19886
5.173178,0.254882
5.229902,0.182193
5.176945,0.237201
5.267583,0.182444
5.189018,0.236799
5.197227,0.21583
5.173977,0.254111
5.244597,0.192564
5.20551,0.207964
5.197088,0.216296
5.161331,0.200634
5.221036,0.190799
5.178182,0.236528
5.221125,0.191003
5.235994,0.199277
5.231242,0.193837
5.249233,0.198028
5.188892,0.237182
5.236378,0.200043
5.164331,0.25208
5.225777,0.197339
5.229286,0.195776
5.236075,0.199254
5.048245,0.368608
5.218022,0.197287
5.238663,0.196555
5.177354,0.236691
5.16064,0.200613
5.250372,0.187199
5.246126,0.191882
5.153707,0.199652
5.15739,0.200854
5.246719,0.191447
5.155659,0.198501
5.21572,0.190238
5.199013,0.195189
5.208826,0.216392
5.210688,0.194843
5.232078,0.179487
5.198731,0.215005
5.177117,0.236943
5.220557,0.195194
5.20037,0.193755
5.244197,0.193038
5.221869,0.190539
5.198462,0.194407
5.217686,0.198403
5.198756,0.194788
5.21869,0.196546
5.239378,0.193839
5.167356,0.248942
5.228927,0.197082
5.17136,0.190508
5.24813,0.200175
5.178229,0.183061
5.220963,0.191349
5.208805,0.216529
5.240337,0.192704
5.22547,0.197955
5.198474,0.194861
5.196779,0.21618
5.229675,0.197483
5.228945,0.191161
5.176753,0.247421
5.177154,0.237519
5.246344,0.191209
5.228941,0.196243
4.761866,0.44683
4.761043,0.447842
4.761427,0.447291
4.761077,0.447567
4.760974,0.448547
4.761587,0.447197
4.742259,0.511437
4.742235,0.511512
4.74234,0.512433
4.742196,0.51188
4.74224,0.512237
4.754186,0.511921
4.772811,0.448896
4.742117,0.511218
5.207671,0.190401
5.207647,0.190333
5.209646,0.187898
5.219742,0.189226
5.220886,0.188969
5.210056,0.188077
5.213277,0.185217
4.944119,0.371395
4.932238,0.37226
4.932538,0.372226
4.932185,0.373323
4.932115,0.371573
4.944124,0.371591
4.932395,0.371373
4.712764,0.710889
4.712848,0.710397
4.712837,0.710469
4.712932,0.710323
4.713164,0.710631
4.712941,0.71111
4.724789,0.711375
5.21492,0.195529
5.213211,0.197966
5.22573,0.196679
5.217266,0.193514
5.213223,0.197055
5.213787,0.196538
5.225234,0.197065
