0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
1.239e-06,9.2e-07,1.559e-06,1.239e-06,9.2e-07
1.341e-06,1.136e-06,1.545e-06,1.341e-06,1.136e-06
1.231e-06,1.088e-06,1.374e-06,1.231e-06,1.374e-06
1.205e-06,1.056e-06,1.354e-06,1.205e-06,1.354e-06
1.191e-06,1.015e-06,1.366e-06,1.191e-06,1.366e-06
1.193e-06,1.004e-06,1.382e-06,1.193e-06,1.382e-06
1.203e-06,9.87e-07,1.418e-06,1.203e-06,1.418e-06
1.169e-06,9.3e-07,1.408e-06,1.169e-06,1.408e-06
1.198e-06,8.58e-07,1.537e-06,1.198e-06,1.537e-06
1.229e-06,8.1e-07,1.648e-06,1.229e-06,1.648e-06
1.189e-06,5.94e-07,1.783e-06,1.189e-06,1.783e-06
1.199e-06,5.28e-07,1.87e-06,1.199e-06,1.87e-06
1.195e-06,4.93e-07,1.898e-06,1.195e-06,1.898e-06
1.182e-06,4.27e-07,1.936e-06,1.182e-06,1.936e-06
1.192e-06,4.19e-07,1.966e-06,1.192e-06,1.966e-06
1.188e-06,4.38e-07,1.937e-06,1.188e-06,1.937e-06
1.185e-06,4e-07,1.969e-06,1.185e-06,1.969e-06
1.328e-06,5.59e-07,2.097e-06,1.328e-06,2.097e-06
1.17e-06,3.98e-07,1.942e-06,1.17e-06,1.942e-06
1.176e-06,3.91e-07,1.961e-06,1.176e-06,1.961e-06
1.26e-06,5.59e-07,1.962e-06,1.26e-06,1.962e-06
1.181e-06,5.44e-07,1.819e-06,1.181e-06,1.819e-06
1.184e-06,4.89e-07,1.879e-06,1.184e-06,1.879e-06
1.178e-06,4.03e-07,1.952e-06,1.178e-06,1.952e-06
1.185e-06,3.9e-07,1.979e-06,1.185e-06,1.979e-06
1.233e-06,4.18e-07,2.048e-06,1.233e-06,2.048e-06
1.328e-06,5.34e-07,2.123e-06,1.328e-06,2.123e-06
1.199e-06,5.11e-07,1.887e-06,1.199e-06,1.887e-06
1.174e-06,4.53e-07,1.895e-06,1.174e-06,1.895e-06
1.184e-06,4.75e-07,1.893e-06,1.184e-06,1.893e-06
1.387e-06,6e-07,2.173e-06,1.387e-06,2.173e-06
1.267e-06,5.44e-07,1.99e-06,1.267e-06,1.99e-06
1.183e-06,5.32e-07,1.835e-06,1.183e-06,1.835e-06
1.216e-06,4.42e-07,1.99e-06,1.216e-06,1.99e-06
1.212e-06,3.52e-07,2.071e-06,1.212e-06,2.071e-06
1.289e-06,5.54e-07,2.024e-06,1.289e-06,2.024e-06
1.179e-06,4.89e-07,1.869e-06,1.179e-06,1.869e-06
1.189e-06,4.14e-07,1.964e-06,1.189e-06,1.964e-06
1.268e-06,5.35e-07,2.002e-06,1.268e-06,2.002e-06
1.193e-06,4.93e-07,1.892e-06,1.193e-06,1.892e-06
1.203e-06,4.45e-07,1.96e-06,1.203e-06,1.96e-06
1.235e-06,4.1e-07,2.06e-06,1.235e-06,2.06e-06
1.223e-06,3.32e-07,2.113e-06,1.223e-06,2.113e-06
1.222e-06,3.6e-07,2.084e-06,1.222e-06,2.084e-06
1.194e-06,3.34e-07,2.053e-06,1.194e-06,2.053e-06
1.203e-06,3.72e-07,2.033e-06,1.203e-06,2.033e-06
1.216e-06,3.84e-07,2.047e-06,1.216e-06,2.047e-06
1.197e-06,3.72e-07,2.022e-06,1.197e-06,2.022e-06
1.194e-06,3.33e-07,2.054e-06,1.194e-06,2.054e-06
1.244e-06,3.83e-07,2.106e-06,1.244e-06,2.106e-06
1.205e-06,3.21e-07,2.088e-06,1.205e-06,2.088e-06
1.2e-06,3.61e-07,2.04e-06,1.2e-06,2.04e-06
1.176e-06,3.58e-07,1.995e-06,1.176e-06,1.995e-06
1.297e-06,5.21e-07,2.073e-06,1.297e-06,2.073e-06
1.193e-06,4.4e-07,1.947e-06,1.193e-06,1.947e-06
1.183e-06,4.08e-07,1.958e-06,1.183e-06,1.958e-06
1.288e-06,5.44e-07,2.033e-06,1.288e-06,2.033e-06
1.225e-06,4.69e-07,1.981e-06,1.225e-06,1.981e-06
1.232e-06,3.65e-07,2.1e-06,1.232e-06,2.1e-06
1.235e-06,4.31e-07,2.038e-06,1.235e-06,2.038e-06
1.297e-06,5.5e-07,2.044e-06,1.297e-06,2.044e-06
1.231e-06,6.13e-07,1.849e-06,1.231e-06,1.849e-06
1.191e-06,6.33e-07,1.749e-06,1.191e-06,1.749e-06
1.201e-06,6.77e-07,1.725e-06,1.201e-06,1.725e-06
1.255e-06,7.72e-07,1.738e-06,1.255e-06,1.738e-06
1.272e-06,8.4e-07,1.703e-06,1.272e-06,1.703e-06
1.2e-06,1.012e-06,1.388e-06,1.2e-06,1.388e-06
1.195e-06,9.88e-07,1.401e-06,1.195e-06,1.401e-06
1.193e-06,9.65e-07,1.421e-06,1.193e-06,1.421e-06
1.368e-06,9.15e-07,1.82e-06,1.368e-06,1.82e-06
1.199e-06,5.45e-07,1.853e-06,1.199e-06,1.853e-06
1.191e-06,4.67e-07,1.914e-06,1.191e-06,1.914e-06
1.173e-06,4.1e-07,1.937e-06,1.173e-06,1.937e-06
1.209e-06,3.94e-07,2.023e-06,1.209e-06,2.023e-06
1.28e-06,4.81e-07,2.079e-06,1.28e-06,2.079e-06
1.202e-06,4.36e-07,1.969e-06,1.202e-06,1.969e-06
1.203e-06,4.21e-07,1.984e-06,1.203e-06,1.984e-06
1.203e-06,7.25e-07,1.682e-06,1.203e-06,1.682e-06
1.186e-06,6.67e-07,1.705e-06,1.186e-06,1.705e-06
1.189e-06,6.07e-07,1.772e-06,1.189e-06,1.772e-06
1.177e-06,5.24e-07,1.83e-06,1.177e-06,1.83e-06
1.213e-06,4.91e-07,1.935e-06,1.213e-06,1.935e-06
1.204e-06,3.57e-07,2.051e-06,1.204e-06,2.051e-06
1.265e-06,5.33e-07,1.996e-06,1.265e-06,1.996e-06
1.166e-06,4.83e-07,1.848e-06,1.166e-06,1.848e-06
1.181e-06,4.42e-07,1.919e-06,1.181e-06,1.919e-06
1.178e-06,4.1e-07,1.945e-06,1.178e-06,1.945e-06
1.187e-06,4.1e-07,1.963e-06,1.187e-06,1.963e-06
1.187e-06,3.95e-07,1.979e-06,1.187e-06,1.979e-06
1.29e-06,5.4e-07,2.04e-06,1.29e-06,2.04e-06
1.218e-06,4.35e-07,2.002e-06,1.218e-06,2.002e-06
1.288e-06,5.36e-07,2.041e-06,1.288e-06,2.041e-06
1.199e-06,5.5e-07,1.849e-06,1.199e-06,1.849e-06
1.176e-06,5.39e-07,1.812e-06,1.176e-06,1.812e-06
1.174e-06,5.36e-07,1.811e-06,1.174e-06,1.811e-06
1.195e-06,4.72e-07,1.918e-06,1.195e-06,1.918e-06
1.204e-06,4.36e-07,1.973e-06,1.204e-06,1.973e-06
1.217e-06,4.26e-07,2.008e-06,1.217e-06,2.008e-06
1.241e-06,3.64e-07,2.118e-06,1.241e-06,2.118e-06
1.191e-06,3.66e-07,2.016e-06,1.191e-06,2.016e-06
1.227e-06,3.8e-07,2.074e-06,1.227e-06,2.074e-06
1.238e-06,4.01e-07,2.075e-06,1.238e-06,2.075e-06
1.198e-06,3.67e-07,2.029e-06,1.198e-06,2.029e-06
1.212e-06,3.7e-07,2.054e-06,1.212e-06,2.054e-06
1.19e-06,3.64e-07,2.017e-06,1.19e-06,2.017e-06
1.278e-06,5.12e-07,2.045e-06,1.278e-06,2.045e-06
1.198e-06,3.47e-07,2.05e-06,1.198e-06,2.05e-06
1.277e-06,5.28e-07,2.026e-06,1.277e-06,2.026e-06
1.177e-06,4.78e-07,1.877e-06,1.177e-06,1.877e-06
1.187e-06,4.23e-07,1.95e-06,1.187e-06,1.95e-06
1.268e-06,5.53e-07,1.983e-06,1.268e-06,1.983e-06
1.188e-06,5.21e-07,1.854e-06,1.188e-06,1.854e-06
1.187e-06,4.79e-07,1.894e-06,1.187e-06,1.894e-06
1.216e-06,4e-07,2.033e-06,1.216e-06,2.033e-06
