0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
1.0713e-05,6.773e-06,1.2494e-05,1.0801e-05,1.0771e-05
9.907e-06,8.947e-06,1.0621e-05,9.759e-06,1.039e-05
9.675e-06,9.398e-06,1.0159e-05,9.664e-06,9.999e-06
1.0399e-05,9.188e-06,1.0991e-05,1.048e-05,1.017e-05
9.707e-06,9.127e-06,1.0721e-05,9.834e-06,9.428e-06
9.571e-06,8.727e-06,1.013e-05,9.658e-06,9.669e-06
9.669e-06,9.057e-06,1.0461e-05,9.678e-06,9.739e-06
9.417e-06,8.687e-06,1.0029e-05,9.468e-06,8.967e-06
9.547e-06,8.747e-06,1.007e-05,9.593e-06,8.747e-06
9.694e-06,9.278e-06,1.0019e-05,9.724e-06,9.758e-06
1.0142e-05,8.917e-06,1.0951e-05,1.027e-05,1.0831e-05
9.926e-06,8.466e-06,1.0831e-05,9.999e-06,1.001e-05
1.013e-05,9.719e-06,1.0681e-05,1.012e-05,1.047e-05
9.985e-06,9.358e-06,1.0691e-05,9.979e-06,9.538e-06
9.8e-06,8.827e-06,1.0881e-05,9.844e-06,9.459e-06
9.894e-06,9.689e-06,1.022e-05,9.864e-06,9.829e-06
1.301e-05,9.308e-06,2.2624e-05,1.0035e-05,2.2474e-05
1.0537e-05,9.458e-06,1.1602e-05,1.0485e-05,1.1092e-05
9.997e-06,9.318e-06,1.0621e-05,9.985e-06,1.031e-05
1.0101e-05,9.418e-06,1.0691e-05,1.0154e-05,1.0109e-05
1.0052e-05,9.197e-06,1.0651e-05,1.0184e-05,1.057e-05
9.709e-06,8.947e-06,1.0901e-05,9.564e-06,9.208e-06
9.908e-06,9.148e-06,1.0601e-05,1.0034e-05,9.929e-06
1.0068e-05,9.197e-06,1.0671e-05,1.017e-05,1.051e-05
1.078e-05,9.939e-06,1.1462e-05,1.0901e-05,1.1021e-05
1.0096e-05,9.188e-06,1.0971e-05,1.0255e-05,1.028e-05
9.927e-06,9.348e-06,1.037e-05,1.0019e-05,1.011e-05
1.0002e-05,9.578e-06,1.0841e-05,9.889e-06,9.769e-06
9.845e-06,8.417e-06,1.0971e-05,9.894e-06,9.699e-06
9.98e-06,9.198e-06,1.0791e-05,1.0039e-05,9.558e-06
9.943e-06,9.158e-06,1.048e-05,9.934e-06,1.046e-05
1.0736e-05,1.02e-05,1.1352e-05,1.0751e-05,1.0911e-05
9.997e-06,9.017e-06,1.046e-05,1.0124e-05,1.04e-05
9.691e-06,9.137e-06,1.0269e-05,9.714e-06,9.278e-06
9.377e-06,8.817e-06,9.739e-06,9.368e-06,9.739e-06
9.382e-06,8.807e-06,1.006e-05,9.378e-06,9.478e-06
9.588e-06,9.137e-06,1.003e-05,9.568e-06,9.659e-06
9.752e-06,8.977e-06,1.05e-05,9.814e-06,9.999e-06
1.0326e-05,9.408e-06,1.1452e-05,1.02e-05,1.067e-05
2.6756e-05,2.5158e-05,2.7624e-05,2.6907e-05,2.6541e-05
9.79e-06,8.957e-06,1.0551e-05,9.835e-06,9.989e-06
9.527e-06,8.777e-06,1.024e-05,9.443e-06,1.02e-05
9.292e-06,8.636e-06,9.959e-06,9.278e-06,9.037e-06
9.684e-06,9.218e-06,1.0019e-05,9.718e-06,9.879e-06
9.645e-06,9.047e-06,1.011e-05,9.628e-06,9.488e-06
1.0374e-05,9.418e-06,1.1011e-05,1.0426e-05,1.0761e-05
9.615e-06,9.058e-06,9.939e-06,9.703e-06,9.9e-06
9.584e-06,8.747e-06,1.033e-05,9.503e-06,9.859e-06
9.448e-06,9.007e-06,1.0049e-05,9.393e-06,9.338e-06
9.28e-06,8.166e-06,1.049e-05,9.308e-06,9.318e-06
9.733e-06,8.987e-06,1.045e-05,9.854e-06,8.987e-06
1.514e-05,8.657e-06,2.1652e-05,1.5135e-05,8.777e-06
1.0331e-05,9.699e-06,1.1011e-05,1.037e-05,1.0631e-05
9.692e-06,9.177e-06,1.041e-05,9.619e-06,9.558e-06
9.492e-06,8.837e-06,1.024e-05,9.288e-06,8.977e-06
9.426e-06,8.697e-06,9.789e-06,9.373e-06,9.247e-06
9.332e-06,8.767e-06,9.859e-06,9.323e-06,9.057e-06
9.549e-06,9.288e-06,9.759e-06,9.598e-06,9.729e-06
9.557e-06,9.178e-06,1.005e-05,9.444e-06,9.228e-06
1.0535e-05,9.097e-06,1.1312e-05,1.0746e-05,1.1141e-05
9.664e-06,8.897e-06,1.0199e-05,9.674e-06,9.498e-06
9.678e-06,9.008e-06,1.025e-05,9.754e-06,1.022e-05
9.54e-06,9.188e-06,1.0079e-05,9.483e-06,9.418e-06
9.629e-06,8.877e-06,1.0491e-05,9.563e-06,9.388e-06
9.618e-06,9.158e-06,1.014e-05,9.604e-06,9.408e-06
1.7543e-05,8.446e-06,2.6571e-05,1.7845e-05,2.584e-05
1.0311e-05,8.787e-06,1.1151e-05,1.052e-05,1.1151e-05
9.558e-06,8.617e-06,1.0932e-05,9.479e-06,8.968e-06
9.519e-06,8.937e-06,1.0229e-05,9.544e-06,9.559e-06
9.642e-06,9.258e-06,1.023e-05,9.553e-06,1.023e-05
9.341e-06,8.737e-06,1.0149e-05,9.383e-06,9.248e-06
9.747e-06,9.198e-06,1.0099e-05,9.784e-06,9.559e-06
9.733e-06,9.117e-06,1.049e-05,9.629e-06,9.729e-06
1.0152e-05,9.268e-06,1.1151e-05,1.0125e-05,1.058e-05
9.681e-06,9.008e-06,1.037e-05,9.553e-06,9.238e-06
9.61e-06,9.188e-06,1.018e-05,9.559e-06,1.0009e-05
1.1384e-05,8.958e-06,2.4116e-05,9.634e-06,2.4116e-05
9.486e-06,7.815e-06,1.1652e-05,9.694e-06,1.1282e-05
9.764e-06,9.177e-06,1.0279e-05,9.759e-06,9.719e-06
9.618e-06,8.627e-06,1.0049e-05,9.699e-06,8.967e-06
1.0211e-05,9.338e-06,1.1202e-05,1.019e-05,1.013e-05
9.612e-06,8.897e-06,1.023e-05,9.729e-06,1.007e-05
9.726e-06,9.088e-06,1.019e-05,9.804e-06,1.011e-05
9.47e-06,8.917e-06,1.0009e-05,9.478e-06,9.468e-06
9.297e-06,8.266e-06,9.99e-06,9.353e-06,9.258e-06
9.723e-06,8.777e-06,1.0421e-05,9.849e-06,1.015e-05
9.561e-06,8.917e-06,1.045e-05,9.568e-06,8.927e-06
1.0375e-05,9.298e-06,1.1052e-05,1.037e-05,1.067e-05
9.441e-06,8.697e-06,1.026e-05,9.578e-06,8.707e-06
9.653e-06,9.158e-06,1.003e-05,9.699e-06,9.619e-06
9.606e-06,8.887e-06,1.0229e-05,9.684e-06,1.0109e-05
9.343e-06,8.807e-06,1.015e-05,9.374e-06,9.488e-06
9.777e-06,8.938e-06,1.058e-05,9.788e-06,1.0079e-05
9.617e-06,8.486e-06,1.012e-05,9.709e-06,9.549e-06
1.0565e-05,9.308e-06,1.1182e-05,1.0711e-05,1.0831e-05
1.0422e-05,9.899e-06,1.1061e-05,1.0425e-05,1.05e-05
9.609e-06,8.727e-06,1.013e-05,9.754e-06,9.248e-06
9.492e-06,8.898e-06,9.929e-06,9.478e-06,9.929e-06
9.293e-06,8.788e-06,9.939e-06,9.318e-06,9.628e-06
9.52e-06,8.968e-06,1.0099e-05,9.509e-06,9.529e-06
9.511e-06,8.797e-06,9.97e-06,9.433e-06,9.96e-06
1.0234e-05,9.498e-06,1.0691e-05,1.0255e-05,1.034e-05
9.428e-06,8.727e-06,1.004e-05,9.403e-06,9.207e-06
1.1194e-05,9.078e-06,2.2173e-05,9.748e-06,9.238e-06
1.2355e-05,8.707e-06,2.067e-05,1.019e-05,8.877e-06
9.396e-06,8.697e-06,1.0881e-05,9.278e-06,8.837e-06
9.596e-06,9.078e-06,1.029e-05,9.574e-06,9.078e-06
9.661e-06,9.037e-06,1.0109e-05,9.729e-06,9.208e-06
1.0356e-05,9.488e-06,1.0911e-05,1.041e-05,1.0821e-05
9.795e-06,9.308e-06,1.0219e-05,9.904e-06,9.328e-06
9.503e-06,8.927e-06,9.829e-06,9.584e-06,9.499e-06
9.831e-06,9.187e-06,1.03e-05,9.819e-06,1.024e-05
9.315e-06,8.818e-06,9.949e-06,9.303e-06,9.278e-06
9.566e-06,8.867e-06,1.0029e-05,9.708e-06,8.987e-06
9.678e-06,9.188e-06,1.0872e-05,9.619e-06,9.308e-06
1.0251e-05,9.499e-06,1.0951e-05,1.018e-05,1.0691e-05
9.69e-06,9.168e-06,1.0099e-05,9.779e-06,1.006e-05
9.669e-06,9.167e-06,1.013e-05,9.739e-06,9.739e-06
9.867e-06,8.727e-06,1.0581e-05,9.944e-06,1.051e-05
9.456e-06,8.827e-06,1.025e-05,9.488e-06,9.398e-06
9.561e-06,8.436e-06,1.041e-05,9.669e-06,1.041e-05
9.433e-06,9.208e-06,9.799e-06,9.423e-06,9.448e-06
1.0209e-05,9.539e-06,1.1142e-05,1.0174e-05,1.1142e-05
9.537e-06,8.857e-06,1.0119e-05,9.519e-06,1.007e-05
9.653e-06,9.178e-06,1.0029e-05,9.688e-06,9.909e-06
9.5e-06,8.857e-06,1.0239e-05,9.558e-06,1.0239e-05
9.244e-06,8.747e-06,9.829e-06,9.223e-06,8.747e-06
9.674e-06,9.058e-06,1.023e-05,9.804e-06,1.005e-05
9.602e-06,8.857e-06,1.024e-05,9.519e-06,9.438e-06
1.0418e-05,9.187e-06,1.1242e-05,1.0545e-05,1.0279e-05
9.62e-06,8.958e-06,1.014e-05,9.638e-06,1.011e-05
9.565e-06,8.848e-06,1.008e-05,9.569e-06,9.678e-06
9.557e-06,8.918e-06,1.0179e-05,9.633e-06,9.739e-06
9.307e-06,8.487e-06,1.0009e-05,9.403e-06,9.458e-06
9.59e-06,9.068e-06,1.041e-05,9.529e-06,9.418e-06
9.495e-06,9.168e-06,9.939e-06,9.448e-06,9.669e-06
1.0297e-05,9.568e-06,1.0972e-05,1.027e-05,1.062e-05
9.719e-06,9.067e-06,1.0821e-05,9.674e-06,9.458e-06
9.576e-06,8.717e-06,1.007e-05,9.468e-06,8.847e-06
9.607e-06,9.338e-06,1.0019e-05,9.563e-06,9.378e-06
9.549e-06,8.316e-06,1.035e-05,9.659e-06,9.909e-06
9.826e-06,8.987e-06,1.0441e-05,9.944e-06,9.939e-06
9.581e-06,9.178e-06,1.013e-05,9.503e-06,1.011e-05
1.0373e-05,9.539e-06,1.1132e-05,1.029e-05,1.027e-05
9.695e-06,9.128e-06,9.969e-06,9.824e-06,9.769e-06
9.597e-06,9.067e-06,9.93e-06,9.653e-06,9.088e-06
9.461e-06,8.957e-06,9.608e-06,9.548e-06,9.098e-06
1.4621e-05,7.775e-06,2.1321e-05,1.5014e-05,7.775e-06
9.552e-06,8.897e-06,1.0159e-05,9.498e-06,9.248e-06
9.452e-06,9.108e-06,9.789e-06,9.543e-06,9.208e-06
1.0413e-05,9.678e-06,1.1201e-05,1.037e-05,1.062e-05
9.653e-06,8.937e-06,1.034e-05,9.613e-06,9.378e-06
9.647e-06,9.118e-06,1.0581e-05,9.393e-06,1.0089e-05
9.669e-06,9.118e-06,1.0611e-05,9.599e-06,9.308e-06
9.356e-06,8.467e-06,1.034e-05,9.343e-06,9.278e-06
9.644e-06,9.278e-06,1.012e-05,9.659e-06,9.278e-06
9.527e-06,8.897e-06,1.0149e-05,9.618e-06,1.0149e-05
