0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
24.0,0.17,0.17,23.57,0.17,0.17
33.31,0.12,0.12,30.47,0.13,0.13
23.71,0.17,0.17,23.65,0.17,0.17
24.65,0.17,0.17,43.99,0.09,0.09
23.61,0.17,0.17,23.67,0.17,0.17
23.81,0.17,0.17,23.83,0.17,0.17
23.69,0.17,0.17,23.75,0.17,0.17
23.38,0.18,0.18,23.35,0.18,0.18
70.29,0.06,0.06,66.31,0.06,0.06
33.16,0.12,0.12,33.89,0.12,0.12
23.6,0.17,0.17,23.69,0.17,0.17
23.82,0.17,0.17,24.39,0.17,0.17
23.59,0.17,0.17,23.54,0.17,0.17
23.69,0.17,0.17,23.63,0.17,0.17
26.28,0.16,0.16,25.51,0.16,0.16
26.2,0.16,0.16,24.4,0.17,0.17
23.27,0.18,0.18,23.31,0.18,0.18
23.43,0.17,0.17,23.38,0.18,0.18
23.68,0.17,0.17,23.63,0.17,0.17
23.47,0.17,0.17,23.48,0.17,0.17
23.5,0.17,0.17,23.49,0.17,0.17
23.82,0.17,0.17,23.82,0.17,0.17
23.88,0.17,0.17,23.73,0.17,0.17
23.72,0.17,0.17,23.65,0.17,0.17
23.76,0.17,0.17,23.63,0.17,0.17
23.73,0.17,0.17,23.76,0.17,0.17
23.49,0.17,0.17,23.51,0.17,0.17
23.52,0.17,0.17,23.48,0.17,0.17
