0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
21.21,0.0,0.0,20.02,0.0,0.0
20.29,0.0,0.0,20.17,0.0,0.0
20.28,0.0,0.0,60.53,0.0,0.0
36.14,0.0,0.0,20.13,0.0,0.0
24.43,0.0,0.0,19.83,0.0,0.0
20.37,0.0,0.0,20.29,0.0,0.0
20.76,0.0,0.0,19.99,0.0,0.0
20.34,0.0,0.0,20.2,0.0,0.0
20.33,0.0,0.0,20.2,0.0,0.0
27.0,0.0,0.0,37.7,0.0,0.0
20.35,0.0,0.0,20.12,0.0,0.0
20.39,0.0,0.0,20.29,0.0,0.0
20.37,0.0,0.0,20.17,0.0,0.0
20.24,0.0,0.0,20.1,0.0,0.0
20.07,0.0,0.0,19.91,0.0,0.0
20.07,0.0,0.0,19.78,0.0,0.0
22.48,0.0,0.0,27.51,0.0,0.0
20.06,0.0,0.0,19.97,0.0,0.0
20.43,0.0,0.0,20.19,0.0,0.0
20.18,0.0,0.0,19.96,0.0,0.0
