0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
20.6,0.0,0.01,20.4,0.0,0.01
20.45,0.0,0.01,20.21,0.0,0.01
47.01,0.0,0.0,20.12,0.0,0.01
20.73,0.0,0.01,22.06,0.0,0.01
20.59,0.0,0.01,20.39,0.0,0.01
20.36,0.0,0.01,20.2,0.0,0.01
20.41,0.0,0.01,20.16,0.0,0.01
35.67,0.0,0.0,25.5,0.0,0.0
20.21,0.0,0.01,20.2,0.0,0.01
20.35,0.0,0.01,20.11,0.0,0.01
20.42,0.0,0.01,20.17,0.0,0.01
20.4,0.0,0.01,20.18,0.0,0.01
20.7,0.0,0.01,20.48,0.0,0.01
20.59,0.0,0.01,20.4,0.0,0.01
20.42,0.0,0.01,20.29,0.0,0.01
20.68,0.0,0.01,20.47,0.0,0.01
20.64,0.0,0.01,23.72,0.0,0.0
20.75,0.0,0.01,23.53,0.0,0.0
20.72,0.0,0.01,20.46,0.0,0.01
20.61,0.0,0.01,20.38,0.0,0.01
20.37,0.0,0.01,20.2,0.0,0.01
