0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
2797.6,6.0,6.0,2081.2,8.06,8.06
2087.8,8.04,8.04,2519.9,6.66,6.66
2614.1,6.42,6.42,3357.8,5.0,5.0
2753.5,6.09,6.09,2034.3,8.25,8.25
2441.8,6.87,6.87,2967.1,5.65,5.65
2671.4,6.28,6.28,2616.0,6.41,6.41
2916.1,5.75,5.75,2573.9,6.52,6.52
2175.7,7.71,7.71,3117.8,5.38,5.38
3255.1,5.15,5.15,4366.4,3.84,3.84
3481.6,4.82,4.82,2763.9,6.07,6.07
2180.8,7.69,7.69,1861.1,9.01,9.01
1995.7,8.41,8.41,1748.0,9.6,9.6
1956.8,8.57,8.57,1566.8,10.71,10.71
1832.9,9.15,9.15,1937.9,8.66,8.66
2098.0,8.0,8.0,2681.9,6.26,6.26
4021.9,4.17,4.17,2612.9,6.42,6.42
2879.7,5.83,5.83,2396.7,7.0,7.0
1877.5,8.94,8.94,2549.1,6.58,6.58
2204.1,7.61,7.61,3109.4,5.4,5.4
2579.6,6.5,6.5,2875.1,5.84,5.84
3150.8,5.32,5.32,1611.6,10.41,10.41
1993.3,8.42,8.42,1637.9,10.24,10.24
